AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
597422766.600,597422754.967,00010M14:35:33.627,00010 13:52:00,2018-341T02:46:20.619Z,725.5329,20.0,269.5747,20.0
597422766.650,597422755.017,00010M14:35:33.676,00010 13:52:00,2018-341T02:46:20.669Z,725.5340,20.0,269.5749,20.0
597422766.700,597422755.067,00010M14:35:33.725,00010 13:52:00,2018-341T02:46:20.719Z,725.5337,20.0,269.5750,20.0
597422766.750,597422755.117,00010M14:35:33.773,00010 13:52:00,2018-341T02:46:20.769Z,725.5361,20.0,269.5749,20.0
597422766.800,597422755.167,00010M14:35:33.822,00010 13:52:00,2018-341T02:46:20.819Z,725.5340,20.0,269.5749,20.0
597422766.850,597422755.217,00010M14:35:33.871,00010 13:52:00,2018-341T02:46:20.869Z,725.5353,20.0,269.5751,20.0
597422766.900,597422755.267,00010M14:35:33.919,00010 13:52:01,2018-341T02:46:20.919Z,725.5377,20.0,269.5752,20.0
597422766.950,597422755.317,00010M14:35:33.968,00010 13:52:01,2018-341T02:46:20.969Z,725.5371,20.0,269.5753,20.0
597422767.000,597422755.367,00010M14:35:34.017,00010 13:52:01,2018-341T02:46:21.019Z,725.5387,20.0,269.5753,20.0
597422767.050,597422755.417,00010M14:35:34.065,00010 13:52:01,2018-341T02:46:21.069Z,725.5412,20.0,269.5754,20.0
597422767.100,597422755.467,00010M14:35:34.114,00010 13:52:01,2018-341T02:46:21.119Z,725.5451,20.0,269.5758,20.0
597422767.150,597422755.517,00010M14:35:34.163,00010 13:52:01,2018-341T02:46:21.169Z,725.5448,20.0,269.5760,20.0
597422767.200,597422755.567,00010M14:35:34.211,00010 13:52:01,2018-341T02:46:21.219Z,725.5480,20.0,269.5758,20.0
597422767.250,597422755.617,00010M14:35:34.260,00010 13:52:01,2018-341T02:46:21.269Z,725.5421,20.0,269.5756,20.0
597422767.300,597422755.667,00010M14:35:34.309,00010 13:52:01,2018-341T02:46:21.319Z,725.5404,20.0,269.5759,20.0
597422767.350,597422755.717,00010M14:35:34.357,00010 13:52:01,2018-341T02:46:21.369Z,725.5353,20.0,269.5758,20.0
597422767.400,597422755.767,00010M14:35:34.406,00010 13:52:01,2018-341T02:46:21.419Z,725.5316,20.0,269.5758,20.0
597422767.450,597422755.817,00010M14:35:34.455,00010 13:52:01,2018-341T02:46:21.469Z,725.5319,20.0,269.5760,20.0
597422767.500,597422755.867,00010M14:35:34.503,00010 13:52:01,2018-341T02:46:21.519Z,725.5399,20.0,269.5763,20.0
597422767.550,597422755.917,00010M14:35:34.552,00010 13:52:01,2018-341T02:46:21.569Z,725.5434,20.0,269.5761,20.0
597422767.600,597422755.967,00010M14:35:34.601,00010 13:52:01,2018-341T02:46:21.619Z,725.5455,20.0,269.5760,20.0
597422767.650,597422756.017,00010M14:35:34.649,00010 13:52:01,2018-341T02:46:21.669Z,725.5505,20.0,269.5759,20.0
597422767.700,597422756.067,00010M14:35:34.698,00010 13:52:01,2018-341T02:46:21.719Z,725.5466,20.0,269.5760,20.0
597422767.750,597422756.117,00010M14:35:34.747,00010 13:52:01,2018-341T02:46:21.769Z,725.5468,20.0,269.5764,20.0
597422767.800,597422756.167,00010M14:35:34.795,00010 13:52:01,2018-341T02:46:21.819Z,725.5416,20.0,269.5767,20.0
597422767.850,597422756.217,00010M14:35:34.844,00010 13:52:01,2018-341T02:46:21.869Z,725.5380,20.0,269.5762,20.0
597422767.900,597422756.267,00010M14:35:34.893,00010 13:52:01,2018-341T02:46:21.919Z,725.5350,20.0,269.5763,20.0
597422767.950,597422756.317,00010M14:35:34.941,00010 13:52:02,2018-341T02:46:21.969Z,725.5377,20.0,269.5766,20.0
597422768.000,597422756.367,00010M14:35:34.990,00010 13:52:02,2018-341T02:46:22.019Z,725.5354,20.0,269.5768,20.0
597422768.050,597422756.417,00010M14:35:35.039,00010 13:52:02,2018-341T02:46:22.069Z,725.5332,20.0,269.5767,20.0
597422768.100,597422756.467,00010M14:35:35.087,00010 13:52:02,2018-341T02:46:22.119Z,725.5357,20.0,269.5768,20.0
597422768.150,597422756.517,00010M14:35:35.136,00010 13:52:02,2018-341T02:46:22.169Z,725.5398,20.0,269.5774,20.0
597422768.200,597422756.567,00010M14:35:35.184,00010 13:52:02,2018-341T02:46:22.219Z,725.5455,20.0,269.5773,20.0
597422768.250,597422756.617,00010M14:35:35.233,00010 13:52:02,2018-341T02:46:22.269Z,725.5475,20.0,269.5774,20.0
597422768.300,597422756.667,00010M14:35:35.282,00010 13:52:02,2018-341T02:46:22.319Z,725.5495,20.0,269.5773,20.0
597422768.350,597422756.717,00010M14:35:35.330,00010 13:52:02,2018-341T02:46:22.369Z,725.5515,20.0,269.5776,20.0
597422768.400,597422756.767,00010M14:35:35.379,00010 13:52:02,2018-341T02:46:22.419Z,725.5499,20.0,269.5777,20.0
597422768.450,597422756.817,00010M14:35:35.428,00010 13:52:02,2018-341T02:46:22.469Z,725.5469,20.0,269.5773,20.0
597422768.500,597422756.867,00010M14:35:35.476,00010 13:52:02,2018-341T02:46:22.519Z,725.5408,20.0,269.5774,20.0
597422768.550,597422756.917,00010M14:35:35.525,00010 13:52:02,2018-341T02:46:22.569Z,725.5444,20.0,269.5779,20.0
597422768.600,597422756.967,00010M14:35:35.574,00010 13:52:02,2018-341T02:46:22.619Z,725.5446,20.0,269.5777,20.0
597422768.650,597422757.017,00010M14:35:35.622,00010 13:52:02,2018-341T02:46:22.669Z,725.5500,20.0,269.5777,20.0
597422768.700,597422757.067,00010M14:35:35.671,00010 13:52:02,2018-341T02:46:22.719Z,725.5513,20.0,269.5779,20.0
597422768.750,597422757.117,00010M14:35:35.720,00010 13:52:02,2018-341T02:46:22.769Z,725.5543,20.0,269.5777,20.0
597422768.800,597422757.167,00010M14:35:35.768,00010 13:52:02,2018-341T02:46:22.819Z,725.5576,20.0,269.5783,20.0
597422768.850,597422757.217,00010M14:35:35.817,00010 13:52:02,2018-341T02:46:22.869Z,725.5580,20.0,269.5793,20.0
597422768.900,597422757.267,00010M14:35:35.866,00010 13:52:02,2018-341T02:46:22.919Z,725.5602,20.0,269.5791,20.0
597422768.950,597422757.317,00010M14:35:35.914,00010 13:52:03,2018-341T02:46:22.969Z,725.5596,20.0,269.5784,20.0
597422769.000,597422757.367,00010M14:35:35.963,00010 13:52:03,2018-341T02:46:23.019Z,725.5597,20.0,269.5779,20.0
597422769.050,597422757.417,00010M14:35:36.012,00010 13:52:03,2018-341T02:46:23.069Z,725.5657,20.0,269.5779,20.0
597422769.100,597422757.467,00010M14:35:36.060,00010 13:52:03,2018-341T02:46:23.119Z,725.5667,20.0,269.5779,20.0
597422769.150,597422757.517,00010M14:35:36.109,00010 13:52:03,2018-341T02:46:23.169Z,725.5623,20.0,269.5782,20.0
597422769.200,597422757.567,00010M14:35:36.158,00010 13:52:03,2018-341T02:46:23.219Z,725.5545,20.0,269.5785,20.0
597422769.250,597422757.617,00010M14:35:36.206,00010 13:52:03,2018-341T02:46:23.269Z,725.5524,20.0,269.5785,20.0
597422769.300,597422757.667,00010M14:35:36.255,00010 13:52:03,2018-341T02:46:23.319Z,725.5556,20.0,269.5784,20.0
597422769.350,597422757.717,00010M14:35:36.304,00010 13:52:03,2018-341T02:46:23.369Z,725.5514,20.0,269.5786,20.0
597422769.400,597422757.767,00010M14:35:36.352,00010 13:52:03,2018-341T02:46:23.419Z,725.5536,20.0,269.5791,20.0
597422769.450,597422757.817,00010M14:35:36.401,00010 13:52:03,2018-341T02:46:23.469Z,725.5545,20.0,269.5788,20.0
597422769.500,597422757.867,00010M14:35:36.450,00010 13:52:03,2018-341T02:46:23.519Z,725.5578,20.0,269.5787,20.0
597422769.550,597422757.917,00010M14:35:36.498,00010 13:52:03,2018-341T02:46:23.569Z,725.5551,20.0,269.5788,20.0
597422769.600,597422757.967,00010M14:35:36.547,00010 13:52:03,2018-341T02:46:23.619Z,725.5590,20.0,269.5787,20.0
597422769.650,597422758.017,00010M14:35:36.596,00010 13:52:03,2018-341T02:46:23.669Z,725.5543,20.0,269.5786,20.0
597422769.700,597422758.067,00010M14:35:36.644,00010 13:52:03,2018-341T02:46:23.719Z,725.5547,20.0,269.5788,20.0
597422769.750,597422758.117,00010M14:35:36.693,00010 13:52:03,2018-341T02:46:23.769Z,725.5529,20.0,269.5789,20.0
597422769.800,597422758.167,00010M14:35:36.742,00010 13:52:03,2018-341T02:46:23.819Z,725.5548,20.0,269.5792,20.0
597422769.850,597422758.217,00010M14:35:36.790,00010 13:52:03,2018-341T02:46:23.869Z,725.5571,20.0,269.5795,20.0
597422769.900,597422758.267,00010M14:35:36.839,00010 13:52:03,2018-341T02:46:23.919Z,725.5527,20.0,269.5794,20.0
597422769.950,597422758.317,00010M14:35:36.888,00010 13:52:03,2018-341T02:46:23.969Z,725.5532,20.0,269.5792,20.0
597422770.000,597422758.367,00010M14:35:36.936,00010 13:52:04,2018-341T02:46:24.019Z,725.5580,20.0,269.5792,20.0
597422770.050,597422758.417,00010M14:35:36.985,00010 13:52:04,2018-341T02:46:24.069Z,725.5599,20.0,269.5795,20.0
597422770.100,597422758.467,00010M14:35:37.034,00010 13:52:04,2018-341T02:46:24.119Z,725.5565,20.0,269.5799,20.0
597422770.150,597422758.517,00010M14:35:37.082,00010 13:52:04,2018-341T02:46:24.169Z,725.5589,20.0,269.5799,20.0
597422770.200,597422758.567,00010M14:35:37.131,00010 13:52:04,2018-341T02:46:24.219Z,725.5564,20.0,269.5797,20.0
597422770.250,597422758.617,00010M14:35:37.180,00010 13:52:04,2018-341T02:46:24.269Z,725.5602,20.0,269.5798,20.0
597422770.300,597422758.667,00010M14:35:37.228,00010 13:52:04,2018-341T02:46:24.319Z,725.5610,20.0,269.5798,20.0
597422770.350,597422758.717,00010M14:35:37.277,00010 13:52:04,2018-341T02:46:24.369Z,725.5627,20.0,269.5799,20.0
597422770.400,597422758.767,00010M14:35:37.326,00010 13:52:04,2018-341T02:46:24.419Z,725.5584,20.0,269.5801,20.0
597422770.450,597422758.817,00010M14:35:37.374,00010 13:52:04,2018-341T02:46:24.469Z,725.5504,20.0,269.5802,20.0
597422770.500,597422758.867,00010M14:35:37.423,00010 13:52:04,2018-341T02:46:24.519Z,725.5511,20.0,269.5803,20.0
597422770.550,597422758.917,00010M14:35:37.472,00010 13:52:04,2018-341T02:46:24.569Z,725.5506,20.0,269.5800,20.0
597422770.600,597422758.967,00010M14:35:37.520,00010 13:52:04,2018-341T02:46:24.619Z,725.5505,20.0,269.5801,20.0
597422770.650,597422759.017,00010M14:35:37.569,00010 13:52:04,2018-341T02:46:24.669Z,725.5506,20.0,269.5802,20.0
597422770.700,597422759.067,00010M14:35:37.618,00010 13:52:04,2018-341T02:46:24.719Z,725.5536,20.0,269.5804,20.0
597422770.750,597422759.117,00010M14:35:37.666,00010 13:52:04,2018-341T02:46:24.769Z,725.5567,20.0,269.5802,20.0
597422770.800,597422759.167,00010M14:35:37.715,00010 13:52:04,2018-341T02:46:24.819Z,725.5558,20.0,269.5803,20.0
597422770.850,597422759.217,00010M14:35:37.764,00010 13:52:04,2018-341T02:46:24.869Z,725.5566,20.0,269.5808,20.0
597422770.900,597422759.267,00010M14:35:37.812,00010 13:52:04,2018-341T02:46:24.919Z,725.5564,20.0,269.5804,20.0
597422770.950,597422759.317,00010M14:35:37.861,00010 13:52:04,2018-341T02:46:24.969Z,725.5593,20.0,269.5807,20.0
597422771.000,597422759.367,00010M14:35:37.910,00010 13:52:05,2018-341T02:46:25.019Z,725.5593,20.0,269.5810,20.0
597422771.050,597422759.417,00010M14:35:37.958,00010 13:52:05,2018-341T02:46:25.069Z,725.5621,20.0,269.5812,20.0
597422771.100,597422759.467,00010M14:35:38.007,00010 13:52:05,2018-341T02:46:25.119Z,725.5609,20.0,269.5811,20.0
597422771.150,597422759.517,00010M14:35:38.056,00010 13:52:05,2018-341T02:46:25.169Z,725.5601,20.0,269.5811,20.0
597422771.200,597422759.567,00010M14:35:38.104,00010 13:52:05,2018-341T02:46:25.219Z,725.5590,20.0,269.5811,20.0
597422771.250,597422759.617,00010M14:35:38.153,00010 13:52:05,2018-341T02:46:25.269Z,725.5612,20.0,269.5813,20.0
597422771.300,597422759.667,00010M14:35:38.202,00010 13:52:05,2018-341T02:46:25.319Z,725.5648,20.0,269.5817,20.0
597422771.350,597422759.717,00010M14:35:38.250,00010 13:52:05,2018-341T02:46:25.369Z,725.5662,20.0,269.5818,20.0
597422771.400,597422759.767,00010M14:35:38.299,00010 13:52:05,2018-341T02:46:25.419Z,725.5688,20.0,269.5819,20.0
597422771.450,597422759.817,00010M14:35:38.348,00010 13:52:05,2018-341T02:46:25.469Z,725.5719,20.0,269.5813,20.0
597422771.500,597422759.867,00010M14:35:38.396,00010 13:52:05,2018-341T02:46:25.519Z,725.5746,20.0,269.5814,20.0
597422771.550,597422759.917,00010M14:35:38.445,00010 13:52:05,2018-341T02:46:25.569Z,725.5743,20.0,269.5814,20.0
597422771.600,597422759.967,00010M14:35:38.494,00010 13:52:05,2018-341T02:46:25.619Z,725.5781,20.0,269.5815,20.0
597422771.650,597422760.017,00010M14:35:38.542,00010 13:52:05,2018-341T02:46:25.669Z,725.5815,20.0,269.5818,20.0
597422771.700,597422760.067,00010M14:35:38.591,00010 13:52:05,2018-341T02:46:25.719Z,725.5849,20.0,269.5819,20.0
597422771.750,597422760.117,00010M14:35:38.640,00010 13:52:05,2018-341T02:46:25.769Z,725.5819,20.0,269.5820,20.0
597422771.800,597422760.167,00010M14:35:38.688,00010 13:52:05,2018-341T02:46:25.819Z,725.5790,20.0,269.5823,20.0
597422771.850,597422760.217,00010M14:35:38.737,00010 13:52:05,2018-341T02:46:25.869Z,725.5843,20.0,269.5824,20.0
597422771.900,597422760.267,00010M14:35:38.786,00010 13:52:05,2018-341T02:46:25.919Z,725.5909,20.0,269.5826,20.0
597422771.950,597422760.317,00010M14:35:38.834,00010 13:52:05,2018-341T02:46:25.969Z,725.5903,20.0,269.5827,20.0
597422772.000,597422760.367,00010M14:35:38.883,00010 13:52:05,2018-341T02:46:26.019Z,725.5857,20.0,269.5828,20.0
597422772.050,597422760.417,00010M14:35:38.931,00010 13:52:06,2018-341T02:46:26.069Z,725.5845,20.0,269.5827,20.0
597422772.100,597422760.467,00010M14:35:38.980,00010 13:52:06,2018-341T02:46:26.119Z,725.5829,20.0,269.5830,20.0
597422772.150,597422760.517,00010M14:35:39.029,00010 13:52:06,2018-341T02:46:26.169Z,725.5832,20.0,269.5835,20.0
597422772.200,597422760.567,00010M14:35:39.077,00010 13:52:06,2018-341T02:46:26.219Z,725.5849,20.0,269.5837,20.0
597422772.250,597422760.617,00010M14:35:39.126,00010 13:52:06,2018-341T02:46:26.269Z,725.5875,20.0,269.5836,20.0
597422772.300,597422760.667,00010M14:35:39.175,00010 13:52:06,2018-341T02:46:26.319Z,725.5880,20.0,269.5836,20.0
597422772.350,597422760.717,00010M14:35:39.223,00010 13:52:06,2018-341T02:46:26.369Z,725.5887,20.0,269.5837,20.0
597422772.400,597422760.767,00010M14:35:39.272,00010 13:52:06,2018-341T02:46:26.419Z,725.5893,20.0,269.5838,20.0
597422772.450,597422760.817,00010M14:35:39.321,00010 13:52:06,2018-341T02:46:26.469Z,725.5881,20.0,269.5837,20.0
597422772.500,597422760.867,00010M14:35:39.369,00010 13:52:06,2018-341T02:46:26.519Z,725.5882,20.0,269.5834,20.0
597422772.550,597422760.917,00010M14:35:39.418,00010 13:52:06,2018-341T02:46:26.569Z,725.5978,20.0,269.5833,20.0
597422772.600,597422760.967,00010M14:35:39.467,00010 13:52:06,2018-341T02:46:26.619Z,725.6015,20.0,269.5835,20.0
597422772.650,597422761.017,00010M14:35:39.515,00010 13:52:06,2018-341T02:46:26.669Z,725.6018,20.0,269.5837,20.0
597422772.700,597422761.067,00010M14:35:39.564,00010 13:52:06,2018-341T02:46:26.719Z,725.6058,20.0,269.5841,20.0
597422772.750,597422761.117,00010M14:35:39.613,00010 13:52:06,2018-341T02:46:26.769Z,725.6063,20.0,269.5841,20.0
597422772.800,597422761.167,00010M14:35:39.661,00010 13:52:06,2018-341T02:46:26.819Z,725.6077,20.0,269.5838,20.0
597422772.850,597422761.217,00010M14:35:39.710,00010 13:52:06,2018-341T02:46:26.869Z,725.6059,20.0,269.5842,20.0
597422772.900,597422761.267,00010M14:35:39.759,00010 13:52:06,2018-341T02:46:26.919Z,725.6058,20.0,269.5841,20.0
597422772.950,597422761.317,00010M14:35:39.807,00010 13:52:06,2018-341T02:46:26.969Z,725.6058,20.0,269.5841,20.0
597422773.000,597422761.367,00010M14:35:39.856,00010 13:52:06,2018-341T02:46:27.019Z,725.6161,20.0,269.5840,20.0
597422773.050,597422761.417,00010M14:35:39.905,00010 13:52:07,2018-341T02:46:27.069Z,725.6239,20.0,269.5840,20.0
597422773.100,597422761.467,00010M14:35:39.953,00010 13:52:07,2018-341T02:46:27.119Z,725.6244,20.0,269.5842,20.0
597422773.150,597422761.517,00010M14:35:40.002,00010 13:52:07,2018-341T02:46:27.169Z,725.6173,20.0,269.5842,20.0
597422773.200,597422761.567,00010M14:35:40.051,00010 13:52:07,2018-341T02:46:27.219Z,725.6102,20.0,269.5845,20.0
597422773.250,597422761.617,00010M14:35:40.099,00010 13:52:07,2018-341T02:46:27.269Z,725.6140,20.0,269.5849,20.0
597422773.300,597422761.667,00010M14:35:40.148,00010 13:52:07,2018-341T02:46:27.319Z,725.6121,20.0,269.5846,20.0
597422773.350,597422761.717,00010M14:35:40.197,00010 13:52:07,2018-341T02:46:27.369Z,725.6169,20.0,269.5848,20.0
597422773.400,597422761.767,00010M14:35:40.245,00010 13:52:07,2018-341T02:46:27.419Z,725.6159,20.0,269.5851,20.0
597422773.450,597422761.817,00010M14:35:40.294,00010 13:52:07,2018-341T02:46:27.469Z,725.6171,20.0,269.5853,20.0
597422773.500,597422761.867,00010M14:35:40.343,00010 13:52:07,2018-341T02:46:27.519Z,725.6246,20.0,269.5849,20.0
597422773.550,597422761.917,00010M14:35:40.391,00010 13:52:07,2018-341T02:46:27.569Z,725.6257,20.0,269.5853,20.0
597422773.600,597422761.967,00010M14:35:40.440,00010 13:52:07,2018-341T02:46:27.619Z,725.6281,20.0,269.5854,20.0
597422773.650,597422762.017,00010M14:35:40.489,00010 13:52:07,2018-341T02:46:27.669Z,725.6285,20.0,269.5856,20.0
597422773.700,597422762.067,00010M14:35:40.537,00010 13:52:07,2018-341T02:46:27.719Z,725.6304,20.0,269.5856,20.0
597422773.750,597422762.117,00010M14:35:40.586,00010 13:52:07,2018-341T02:46:27.769Z,725.6358,20.0,269.5855,20.0
597422773.800,597422762.167,00010M14:35:40.635,00010 13:52:07,2018-341T02:46:27.819Z,725.6346,20.0,269.5857,20.0
597422773.850,597422762.217,00010M14:35:40.683,00010 13:52:07,2018-341T02:46:27.869Z,725.6344,20.0,269.5859,20.0
597422773.900,597422762.267,00010M14:35:40.732,00010 13:52:07,2018-341T02:46:27.919Z,725.6344,20.0,269.5861,20.0
597422773.950,597422762.317,00010M14:35:40.781,00010 13:52:07,2018-341T02:46:27.969Z,725.6362,20.0,269.5858,20.0
597422774.000,597422762.367,00010M14:35:40.829,00010 13:52:07,2018-341T02:46:28.019Z,725.6345,20.0,269.5858,20.0
597422774.050,597422762.417,00010M14:35:40.878,00010 13:52:07,2018-341T02:46:28.069Z,725.6370,20.0,269.5862,20.0
597422774.100,597422762.467,00010M14:35:40.927,00010 13:52:08,2018-341T02:46:28.119Z,725.6391,20.0,269.5863,20.0
597422774.150,597422762.517,00010M14:35:40.975,00010 13:52:08,2018-341T02:46:28.169Z,725.6360,20.0,269.5866,20.0
597422774.200,597422762.567,00010M14:35:41.024,00010 13:52:08,2018-341T02:46:28.219Z,725.6396,20.0,269.5865,20.0
597422774.250,597422762.617,00010M14:35:41.073,00010 13:52:08,2018-341T02:46:28.269Z,725.6399,20.0,269.5867,20.0
597422774.300,597422762.667,00010M14:35:41.121,00010 13:52:08,2018-341T02:46:28.319Z,725.6430,20.0,269.5865,20.0
597422774.350,597422762.717,00010M14:35:41.170,00010 13:52:08,2018-341T02:46:28.369Z,725.6493,20.0,269.5864,20.0
597422774.400,597422762.767,00010M14:35:41.219,00010 13:52:08,2018-341T02:46:28.419Z,725.6482,20.0,269.5863,20.0
597422774.450,597422762.817,00010M14:35:41.267,00010 13:52:08,2018-341T02:46:28.469Z,725.6528,20.0,269.5864,20.0
597422774.500,597422762.867,00010M14:35:41.316,00010 13:52:08,2018-341T02:46:28.519Z,725.6598,20.0,269.5866,20.0
597422774.550,597422762.917,00010M14:35:41.365,00010 13:52:08,2018-341T02:46:28.569Z,725.6604,20.0,269.5870,20.0
597422774.600,597422762.967,00010M14:35:41.413,00010 13:52:08,2018-341T02:46:28.619Z,725.6573,20.0,269.5868,20.0
597422774.650,597422763.017,00010M14:35:41.462,00010 13:52:08,2018-341T02:46:28.669Z,725.6514,20.0,269.5869,20.0
597422774.700,597422763.067,00010M14:35:41.511,00010 13:52:08,2018-341T02:46:28.719Z,725.6566,20.0,269.5871,20.0
597422774.750,597422763.117,00010M14:35:41.559,00010 13:52:08,2018-341T02:46:28.769Z,725.6555,20.0,269.5873,20.0
597422774.800,597422763.167,00010M14:35:41.608,00010 13:52:08,2018-341T02:46:28.819Z,725.6525,20.0,269.5873,20.0
597422774.850,597422763.217,00010M14:35:41.657,00010 13:52:08,2018-341T02:46:28.869Z,725.6525,20.0,269.5874,20.0
597422774.900,597422763.267,00010M14:35:41.705,00010 13:52:08,2018-341T02:46:28.919Z,725.6572,20.0,269.5875,20.0
597422774.950,597422763.317,00010M14:35:41.754,00010 13:52:08,2018-341T02:46:28.969Z,725.6587,20.0,269.5874,20.0
597422775.000,597422763.367,00010M14:35:41.803,00010 13:52:08,2018-341T02:46:29.019Z,725.6647,20.0,269.5876,20.0
597422775.050,597422763.417,00010M14:35:41.851,00010 13:52:08,2018-341T02:46:29.069Z,725.6614,20.0,269.5877,20.0
597422775.100,597422763.467,00010M14:35:41.900,00010 13:52:08,2018-341T02:46:29.119Z,725.6595,20.0,269.5880,20.0
597422775.150,597422763.517,00010M14:35:41.949,00010 13:52:09,2018-341T02:46:29.169Z,725.6641,20.0,269.5881,20.0
597422775.200,597422763.567,00010M14:35:41.997,00010 13:52:09,2018-341T02:46:29.219Z,725.6672,20.0,269.5883,20.0
597422775.250,597422763.617,00010M14:35:42.046,00010 13:52:09,2018-341T02:46:29.269Z,725.6667,20.0,269.5880,20.0
597422775.300,597422763.667,00010M14:35:42.095,00010 13:52:09,2018-341T02:46:29.319Z,725.6664,20.0,269.5879,20.0
597422775.350,597422763.717,00010M14:35:42.143,00010 13:52:09,2018-341T02:46:29.369Z,725.6620,20.0,269.5880,20.0
597422775.400,597422763.767,00010M14:35:42.192,00010 13:52:09,2018-341T02:46:29.419Z,725.6606,20.0,269.5878,20.0
597422775.450,597422763.817,00010M14:35:42.241,00010 13:52:09,2018-341T02:46:29.469Z,725.6639,20.0,269.5882,20.0
597422775.500,597422763.867,00010M14:35:42.289,00010 13:52:09,2018-341T02:46:29.519Z,725.6731,20.0,269.5882,20.0
597422775.550,597422763.917,00010M14:35:42.338,00010 13:52:09,2018-341T02:46:29.569Z,725.6821,20.0,269.5885,20.0
597422775.600,597422763.967,00010M14:35:42.387,00010 13:52:09,2018-341T02:46:29.619Z,725.6851,20.0,269.5885,20.0
597422775.650,597422764.017,00010M14:35:42.435,00010 13:52:09,2018-341T02:46:29.669Z,725.6893,20.0,269.5885,20.0
597422775.700,597422764.067,00010M14:35:42.484,00010 13:52:09,2018-341T02:46:29.719Z,725.6929,20.0,269.5889,20.0
597422775.750,597422764.117,00010M14:35:42.533,00010 13:52:09,2018-341T02:46:29.769Z,725.6883,20.0,269.5889,20.0
597422775.800,597422764.167,00010M14:35:42.581,00010 13:52:09,2018-341T02:46:29.819Z,725.6873,20.0,269.5891,20.0
597422775.850,597422764.217,00010M14:35:42.630,00010 13:52:09,2018-341T02:46:29.869Z,725.6829,20.0,269.5887,20.0
597422775.900,597422764.267,00010M14:35:42.678,00010 13:52:09,2018-341T02:46:29.919Z,725.6802,20.0,269.5886,20.0
597422775.950,597422764.317,00010M14:35:42.727,00010 13:52:09,2018-341T02:46:29.969Z,725.6827,20.0,269.5888,20.0
597422776.000,597422764.367,00010M14:35:42.776,00010 13:52:09,2018-341T02:46:30.019Z,725.6833,20.0,269.5889,20.0
597422776.050,597422764.417,00010M14:35:42.824,00010 13:52:09,2018-341T02:46:30.069Z,725.6833,20.0,269.5892,20.0
597422776.100,597422764.467,00010M14:35:42.873,00010 13:52:09,2018-341T02:46:30.119Z,725.6878,20.0,269.5894,20.0
597422776.150,597422764.517,00010M14:35:42.922,00010 13:52:10,2018-341T02:46:30.169Z,725.6886,20.0,269.5895,20.0
597422776.200,597422764.567,00010M14:35:42.970,00010 13:52:10,2018-341T02:46:30.219Z,725.6852,20.0,269.5895,20.0
597422776.250,597422764.617,00010M14:35:43.019,00010 13:52:10,2018-341T02:46:30.269Z,725.6819,20.0,269.5895,20.0
597422776.300,597422764.667,00010M14:35:43.068,00010 13:52:10,2018-341T02:46:30.319Z,725.6772,20.0,269.5896,20.0
597422776.350,597422764.717,00010M14:35:43.116,00010 13:52:10,2018-341T02:46:30.369Z,725.6793,20.0,269.5896,20.0
597422776.400,597422764.767,00010M14:35:43.165,00010 13:52:10,2018-341T02:46:30.419Z,725.6781,20.0,269.5896,20.0
597422776.450,597422764.817,00010M14:35:43.214,00010 13:52:10,2018-341T02:46:30.469Z,725.6807,20.0,269.5894,20.0
597422776.500,597422764.867,00010M14:35:43.262,00010 13:52:10,2018-341T02:46:30.519Z,725.6767,20.0,269.5895,20.0
597422776.550,597422764.917,00010M14:35:43.311,00010 13:52:10,2018-341T02:46:30.569Z,725.6738,20.0,269.5899,20.0
597422776.600,597422764.967,00010M14:35:43.360,00010 13:52:10,2018-341T02:46:30.619Z,725.6747,20.0,269.5900,20.0
597422776.650,597422765.017,00010M14:35:43.408,00010 13:52:10,2018-341T02:46:30.669Z,725.6785,20.0,269.5902,20.0
597422776.700,597422765.067,00010M14:35:43.457,00010 13:52:10,2018-341T02:46:30.719Z,725.6804,20.0,269.5905,20.0
597422776.750,597422765.117,00010M14:35:43.506,00010 13:52:10,2018-341T02:46:30.769Z,725.6756,20.0,269.5905,20.0
597422776.800,597422765.167,00010M14:35:43.554,00010 13:52:10,2018-341T02:46:30.819Z,725.6746,20.0,269.5908,20.0
597422776.850,597422765.217,00010M14:35:43.603,00010 13:52:10,2018-341T02:46:30.869Z,725.6824,20.0,269.5907,20.0
597422776.900,597422765.267,00010M14:35:43.652,00010 13:52:10,2018-341T02:46:30.919Z,725.6800,20.0,269.5909,20.0
597422776.950,597422765.317,00010M14:35:43.700,00010 13:52:10,2018-341T02:46:30.969Z,725.6789,20.0,269.5911,20.0
597422777.000,597422765.367,00010M14:35:43.749,00010 13:52:10,2018-341T02:46:31.019Z,725.6839,20.0,269.5909,20.0
597422777.050,597422765.417,00010M14:35:43.798,00010 13:52:10,2018-341T02:46:31.069Z,725.6842,20.0,269.5911,20.0
597422777.100,597422765.467,00010M14:35:43.846,00010 13:52:10,2018-341T02:46:31.119Z,725.6766,20.0,269.5910,20.0
597422777.150,597422765.517,00010M14:35:43.895,00010 13:52:10,2018-341T02:46:31.169Z,725.6789,20.0,269.5912,20.0
597422777.200,597422765.567,00010M14:35:43.944,00010 13:52:11,2018-341T02:46:31.219Z,725.6868,20.0,269.5912,20.0
597422777.250,597422765.617,00010M14:35:43.992,00010 13:52:11,2018-341T02:46:31.269Z,725.6863,20.0,269.5911,20.0
