AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
606867725.000,606867716.848,00117M00:00:03.637,00116 23:18:07,2019-085T10:22:37.619Z,,,,0.1,100,199.345,196.220,191.096,0.1,1000,,,,,,,,,,
606867729.000,606867720.848,00117M00:00:07.530,00116 23:18:11,2019-085T10:22:41.619Z,,,,,,,,,,,2.082,,290.643,0.1,100,195.791,194.738,191.945,0.1,1000
606867735.000,606867726.848,00117M00:00:13.369,00116 23:18:17,2019-085T10:22:47.619Z,,,,0.1,100,199.436,196.259,191.116,0.1,1000,,,,,,,,,,
606867739.000,606867730.847,00117M00:00:17.261,00116 23:18:21,2019-085T10:22:51.618Z,,,,,,,,,,,1.921,,290.643,0.1,100,195.792,194.739,191.934,0.1,1000
606867745.000,606867736.847,00117M00:00:23.101,00116 23:18:26,2019-085T10:22:57.618Z,,,,0.1,100,199.384,196.220,191.103,0.1,1000,,,,,,,,,,
606867749.000,606867740.847,00117M00:00:26.994,00116 23:18:30,2019-085T10:23:01.618Z,,,,,,,,,,,1.921,,290.643,0.1,100,195.944,194.752,191.915,0.1,1000
606867755.000,606867746.847,00117M00:00:32.833,00116 23:18:36,2019-085T10:23:07.618Z,,,,0.1,100,199.320,196.240,191.154,0.1,1000,,,,,,,,,,
606867759.000,606867750.847,00117M00:00:36.726,00116 23:18:40,2019-085T10:23:11.618Z,,,,,,,,,,,1.921,,290.643,0.1,100,195.805,194.727,191.946,0.1,1000
606867765.000,606867756.847,00117M00:00:42.566,00116 23:18:46,2019-085T10:23:17.618Z,,,,0.1,100,199.378,196.272,191.174,0.1,1000,,,,,,,,,,
606867769.000,606867760.847,00117M00:00:46.459,00116 23:18:50,2019-085T10:23:21.618Z,,,,,,,,,,,1.922,,290.643,0.1,100,195.818,194.752,191.978,0.1,1000
606867775.000,606867766.847,00117M00:00:52.298,00116 23:18:56,2019-085T10:23:27.618Z,,,,0.1,100,199.326,196.240,191.154,0.1,1000,,,,,,,,,,
606867779.000,606867770.847,00117M00:00:56.191,00116 23:19:00,2019-085T10:23:31.618Z,,,,,,,,,,,2.079,,285.690,0.1,100,195.787,194.690,191.873,0.1,1000
606867785.000,606867776.847,00117M00:01:02.031,00116 23:19:05,2019-085T10:23:37.618Z,,,,0.1,100,199.376,196.284,191.134,0.1,1000,,,,,,,,,,
606867789.000,606867780.846,00117M00:01:05.923,00116 23:19:09,2019-085T10:23:41.617Z,,,,,,,,,,,1.921,,290.643,0.1,100,195.800,194.628,191.954,0.1,1000
606867795.000,606867786.846,00117M00:01:11.762,00116 23:19:15,2019-085T10:23:47.617Z,,,,0.1,100,199.339,196.343,191.251,0.1,1000,,,,,,,,,,
606867799.000,606867790.846,00117M00:01:15.655,00116 23:19:19,2019-085T10:23:51.617Z,,,,,,,,,,,1.922,,290.643,0.1,100,195.680,194.622,191.998,0.1,1000
606867805.000,606867796.846,00117M00:01:21.495,00116 23:19:25,2019-085T10:23:57.617Z,,,,0.1,100,199.318,196.341,191.256,0.1,1000,,,,,,,,,,
606867809.000,606867800.846,00117M00:01:25.388,00116 23:19:29,2019-085T10:24:01.617Z,,,,,,,,,,,2.083,,290.643,0.1,100,195.649,194.628,192.054,0.1,1000
606867815.000,606867806.846,00117M00:01:31.227,00116 23:19:35,2019-085T10:24:07.617Z,,,,0.1,100,199.204,196.336,191.238,0.1,1000,,,,,,,,,,
606867819.000,606867810.846,00117M00:01:35.120,00116 23:19:39,2019-085T10:24:11.617Z,,,,,,,,,,,2.083,,285.690,0.1,100,195.757,194.710,192.049,0.1,1000
606867825.000,606867816.846,00117M00:01:40.959,00116 23:19:44,2019-085T10:24:17.617Z,,,,0.1,100,199.455,196.388,191.270,0.1,1000,,,,,,,,,,
606867829.000,606867820.846,00117M00:01:44.852,00116 23:19:48,2019-085T10:24:21.617Z,,,,,,,,,,,1.923,,290.643,0.1,100,195.680,194.703,192.066,0.1,1000
606867835.000,606867826.846,00117M00:01:50.692,00116 23:19:54,2019-085T10:24:27.617Z,,,,0.1,100,199.352,196.388,191.347,0.1,1000,,,,,,,,,,
606867839.000,606867830.846,00117M00:01:54.585,00116 23:19:58,2019-085T10:24:31.617Z,,,,,,,,,,,1.922,,295.595,0.1,100,195.668,194.728,192.010,0.1,1000
606867845.000,606867836.845,00117M00:02:00.423,00116 23:20:04,2019-085T10:24:37.616Z,,,,0.1,100,199.421,196.425,191.468,0.1,1000,,,,,,,,,,
606867849.000,606867840.845,00117M00:02:04.316,00116 23:20:08,2019-085T10:24:41.616Z,,,,,,,,,,,2.083,,285.690,0.1,100,195.706,194.634,192.091,0.1,1000
606867855.000,606867846.845,00117M00:02:10.156,00116 23:20:14,2019-085T10:24:47.616Z,,,,0.1,100,199.294,196.401,191.463,0.1,1000,,,,,,,,,,
606867859.000,606867850.845,00117M00:02:14.049,00116 23:20:17,2019-085T10:24:51.616Z,,,,,,,,,,,2.084,,290.643,0.1,100,195.644,194.679,192.080,0.1,1000
606867865.000,606867856.845,00117M00:02:19.888,00116 23:20:23,2019-085T10:24:57.616Z,,,,0.1,100,199.384,196.407,191.405,0.1,1000,,,,,,,,,,
606867869.000,606867860.845,00117M00:02:23.781,00116 23:20:27,2019-085T10:25:01.616Z,,,,,,,,,,,,,,0.1,100,195.789,194.717,192.049,0.1,1000
606867875.000,606867866.845,00117M00:02:29.621,00116 23:20:33,2019-085T10:25:07.616Z,,,,0.1,100,199.229,196.375,191.450,0.1,1000,,,,,,,,,,
606867879.000,606867870.845,00117M00:02:33.514,00116 23:20:37,2019-085T10:25:11.616Z,,,,,,,,,,,,,,0.1,100,195.713,194.704,192.086,0.1,1000
606867885.000,606867876.845,00117M00:02:39.353,00116 23:20:43,2019-085T10:25:17.616Z,,,,0.1,100,199.236,196.433,191.501,0.1,1000,,,,,,,,,,
606867889.000,606867880.845,00117M00:02:43.246,00116 23:20:47,2019-085T10:25:21.616Z,,,,,,,,,,,1.923,,290.643,0.1,100,195.670,194.705,192.075,0.1,1000
606867895.000,606867886.844,00117M00:02:49.085,00116 23:20:53,2019-085T10:25:27.615Z,,,,0.1,100,199.249,196.349,191.501,0.1,1000,,,,,,,,,,
606867899.000,606867890.844,00117M00:02:52.978,00116 23:20:56,2019-085T10:25:31.615Z,,,,,,,,,,,,,,0.1,100,195.675,194.667,192.068,0.1,1000
606867905.000,606867896.844,00117M00:02:58.817,00116 23:21:02,2019-085T10:25:37.615Z,,,,0.1,100,199.255,196.336,191.482,0.1,1000,,,,,,,,,,
606867909.000,606867900.844,00117M00:03:02.710,00116 23:21:06,2019-085T10:25:41.615Z,,,,,,,,,,,1.763,,290.643,0.1,100,195.713,194.667,192.074,0.1,1000
606867915.000,606867906.844,00117M00:03:08.550,00116 23:21:12,2019-085T10:25:47.615Z,,,,0.1,100,199.279,196.348,191.494,0.1,1000,,,,,,,,,,
606867919.000,606867910.844,00117M00:03:12.443,00116 23:21:16,2019-085T10:25:51.615Z,,,,,,,,,,,1.922,,290.643,0.1,100,195.790,194.699,192.031,0.1,1000
606867925.000,606867916.844,00117M00:03:18.282,00116 23:21:22,2019-085T10:25:57.615Z,,,,0.1,100,199.189,196.316,191.494,0.1,1000,,,,,,,,,,
606867929.000,606867920.844,00117M00:03:22.175,00116 23:21:26,2019-085T10:26:01.615Z,,,,,,,,,,,1.762,,290.643,0.1,100,195.607,194.674,192.031,0.1,1000
606867935.000,606867926.844,00117M00:03:28.015,00116 23:21:31,2019-085T10:26:07.615Z,,,,0.1,100,199.279,196.354,191.519,0.1,1000,,,,,,,,,,
606867939.000,606867930.844,00117M00:03:31.908,00116 23:21:35,2019-085T10:26:11.615Z,,,,,,,,,,,1.763,,290.643,0.1,100,195.754,194.719,192.102,0.1,1000
606867945.000,606867936.843,00117M00:03:37.746,00116 23:21:41,2019-085T10:26:17.614Z,,,,0.1,100,199.318,196.361,191.532,0.1,1000,,,,,,,,,,
606867949.000,606867940.843,00117M00:03:41.639,00116 23:21:45,2019-085T10:26:21.614Z,,,,,,,,,,,2.082,,290.643,0.1,100,195.670,194.680,192.031,0.1,1000
606867955.000,606867946.843,00117M00:03:47.478,00116 23:21:51,2019-085T10:26:27.614Z,,,,0.1,100,199.371,196.394,191.495,0.1,1000,,,,,,,,,,
606867959.000,606867950.843,00117M00:03:51.371,00116 23:21:55,2019-085T10:26:31.614Z,,,,,,,,,,,1.921,,290.643,0.1,100,195.771,194.693,192.006,0.1,1000
606867965.000,606867956.843,00117M00:03:57.211,00116 23:22:01,2019-085T10:26:37.614Z,,,,0.1,100,199.382,196.438,191.577,0.1,1000,,,,,,,,,,
606867969.000,606867960.843,00117M00:04:01.104,00116 23:22:05,2019-085T10:26:41.614Z,,,,,,,,,,,1.924,,290.643,0.1,100,195.696,194.712,192.144,0.1,1000
606867975.000,606867966.843,00117M00:04:06.943,00116 23:22:10,2019-085T10:26:47.614Z,,,,0.1,100,199.299,196.406,191.577,0.1,1000,,,,,,,,,,
606867979.000,606867970.843,00117M00:04:10.836,00116 23:22:14,2019-085T10:26:51.614Z,,,,,,,,,,,,,,0.1,100,195.779,194.694,192.014,0.1,1000
606867985.000,606867976.843,00117M00:04:16.676,00116 23:22:20,2019-085T10:26:57.614Z,,,,0.1,100,199.325,196.348,191.616,0.1,1000,,,,,,,,,,
606867989.000,606867980.843,00117M00:04:20.569,00116 23:22:24,2019-085T10:27:01.614Z,,,,,,,,,,,1.761,,290.643,0.1,100,195.659,194.681,192.014,0.1,1000
606867995.000,606867986.843,00117M00:04:26.408,00116 23:22:30,2019-085T10:27:07.614Z,,,,0.1,100,199.183,196.412,191.603,0.1,1000,,,,,,,,,,
606867999.000,606867990.842,00117M00:04:30.300,00116 23:22:34,2019-085T10:27:11.613Z,,,,,,,,,,,2.083,,290.643,0.1,100,195.741,194.675,192.089,0.1,1000
606868005.000,606867996.842,00117M00:04:36.140,00116 23:22:40,2019-085T10:27:17.613Z,,,,0.1,100,199.331,196.329,191.641,0.1,1000,,,,,,,,,,
606868009.000,606868000.842,00117M00:04:40.033,00116 23:22:43,2019-085T10:27:21.613Z,,,,,,,,,,,2.083,,285.690,0.1,100,195.686,194.645,192.109,0.1,1000
606868015.000,606868006.842,00117M00:04:45.872,00116 23:22:49,2019-085T10:27:27.613Z,,,,0.1,100,199.234,196.361,191.616,0.1,1000,,,,,,,,,,
606868019.000,606868010.842,00117M00:04:49.765,00116 23:22:53,2019-085T10:27:31.613Z,,,,,,,,,,,1.921,,285.690,0.1,100,195.672,194.625,192.051,0.1,1000
606868025.000,606868016.842,00117M00:04:55.605,00116 23:22:59,2019-085T10:27:37.613Z,,,,0.1,100,199.241,196.361,191.596,0.1,1000,,,,,,,,,,
606868029.000,606868020.842,00117M00:04:59.498,00116 23:23:03,2019-085T10:27:41.613Z,,,,,,,,,,,,,,0.1,100,195.730,194.670,192.078,0.1,1000
606868035.000,606868026.842,00117M00:05:05.337,00116 23:23:09,2019-085T10:27:47.613Z,,,,0.1,100,199.305,196.335,191.635,0.1,1000,,,,,,,,,,
606868039.000,606868030.842,00117M00:05:09.230,00116 23:23:13,2019-085T10:27:51.613Z,,,,,,,,,,,2.081,,290.643,0.1,100,195.673,194.582,192.040,0.1,1000
606868045.000,606868036.842,00117M00:05:15.070,00116 23:23:19,2019-085T10:27:57.613Z,,,,0.1,100,199.233,196.347,191.608,0.1,1000,,,,,,,,,,
