AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
602517736.000,602517733.778,00068M00:00:00.655,00067 23:07:59,2019-035T02:02:47.599Z,4.589,,300.472,0.1,101,201.357,198.306,194.195,0.1,1000,,,,,,,,,,
602517738.000,602517735.778,00068M00:00:02.601,00067 23:08:01,2019-035T02:02:49.599Z,,,,,,,,,,,2.145,,295.595,0.1,100,198.658,197.623,195.413,0.1,1000
602517746.000,602517743.778,00068M00:00:10.387,00067 23:08:08,2019-035T02:02:57.599Z,4.904,,295.386,0.1,101,201.215,198.332,194.143,0.1,1000,,,,,,,,,,
602517748.000,602517745.778,00068M00:00:12.334,00067 23:08:10,2019-035T02:02:59.599Z,,,,,,,,,,,2.642,,295.595,0.1,100,198.729,197.656,195.458,0.1,1000
602517756.000,602517753.778,00068M00:00:20.119,00067 23:08:18,2019-035T02:03:07.599Z,5.229,,295.386,0.1,101,201.144,198.293,194.111,0.1,1000,,,,,,,,,,
602517758.000,602517755.778,00068M00:00:22.066,00067 23:08:20,2019-035T02:03:09.599Z,,,,,,,,,,,2.310,,295.595,0.1,100,198.615,197.624,195.401,0.1,1000
602517766.000,602517763.778,00068M00:00:29.852,00067 23:08:28,2019-035T02:03:17.599Z,4.575,,295.386,0.1,101,201.158,198.288,194.100,0.1,1000,,,,,,,,,,
602517768.000,602517765.778,00068M00:00:31.798,00067 23:08:30,2019-035T02:03:19.599Z,,,,,,,,,,,2.146,,295.595,0.1,100,198.697,197.662,195.426,0.1,1000
602517776.000,602517773.778,00068M00:00:39.584,00067 23:08:38,2019-035T02:03:27.599Z,4.900,,295.386,0.1,101,201.176,198.242,194.066,0.1,1000,,,,,,,,,,
602517778.000,602517775.778,00068M00:00:41.531,00067 23:08:40,2019-035T02:03:29.599Z,,,,,,,,,,,2.143,,295.595,0.1,100,198.717,197.669,195.321,0.1,1000
602517786.000,602517783.778,00068M00:00:49.317,00067 23:08:47,2019-035T02:03:37.599Z,5.066,,295.386,0.1,101,201.229,198.307,194.125,0.1,1000,,,,,,,,,,
602517788.000,602517785.778,00068M00:00:51.263,00067 23:08:49,2019-035T02:03:39.599Z,,,,,,,,,,,2.310,,310.450,0.1,100,198.705,197.644,195.378,0.1,1000
602517796.000,602517793.778,00068M00:00:59.049,00067 23:08:57,2019-035T02:03:47.599Z,4.246,,300.397,0.1,101,201.074,198.320,194.068,0.1,1000,,,,,,,,,,
602517798.000,602517795.778,00068M00:01:00.996,00067 23:08:59,2019-035T02:03:49.599Z,,,,,,,,,,,2.308,,295.595,0.1,100,198.623,197.663,195.327,0.1,1000
602517806.000,602517803.777,00068M00:01:08.781,00067 23:09:07,2019-035T02:03:57.598Z,3.920,,300.397,0.1,101,201.184,198.288,194.080,0.1,1000,,,,,,,,,,
