AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
601097357.000,601097333.442,00052M00:00:01.904,00051 23:07:40,2019-018T15:29:24.980Z,4.258,,290.377,0.1,101,202.859,200.012,195.467,0.1,1000,2.498,,290.643,0.1,100,201.801,200.538,197.483,0.1,1000
601097367.000,601097343.442,00052M00:00:11.637,00051 23:07:50,2019-018T15:29:34.980Z,3.765,,295.386,0.1,101,202.851,199.978,195.440,0.1,1000,1.830,,290.643,0.1,100,201.757,200.570,197.389,0.1,1000
601097377.000,601097353.442,00052M00:00:21.369,00051 23:08:00,2019-018T15:29:44.980Z,4.259,,290.377,0.1,101,202.903,200.023,195.498,0.1,1000,,,,0.1,100,201.763,200.526,197.414,0.1,1000
601097387.000,601097363.442,00052M00:00:31.102,00051 23:08:09,2019-018T15:29:54.980Z,3.605,,290.377,0.1,101,202.928,200.017,195.530,0.1,1000,,,,0.1,100,201.834,200.558,197.384,0.1,1000
601097397.000,601097373.441,00052M00:00:40.833,00051 23:08:19,2019-018T15:30:04.979Z,4.918,,285.369,0.1,101,202.909,200.030,195.556,0.1,1000,,,,0.1,100,201.695,200.477,197.447,0.1,1000
601097407.000,601097383.441,00052M00:00:50.566,00051 23:08:29,2019-018T15:30:14.979Z,4.099,,295.386,0.1,101,202.877,200.030,195.588,0.1,1000,,,,0.1,100,201.665,200.497,197.392,0.1,1000
601097417.000,601097393.441,00052M00:01:00.298,00051 23:08:39,2019-018T15:30:24.979Z,4.591,,290.377,0.1,101,202.845,200.049,195.588,0.1,1000,2.498,,285.690,0.1,100,201.684,200.478,197.498,0.1,1000
601097427.000,601097403.441,00052M00:01:10.031,00051 23:08:48,2019-018T15:30:34.979Z,4.102,,290.377,0.1,101,202.851,200.101,195.672,0.1,1000,,,,0.1,100,201.772,200.509,197.479,0.1,1000
601097437.000,601097413.441,00052M00:01:19.763,00051 23:08:58,2019-018T15:30:44.979Z,4.265,,295.386,0.1,101,202.909,200.030,195.646,0.1,1000,1.831,,290.643,0.1,100,201.703,200.478,197.461,0.1,1000
601097447.000,601097423.441,00052M00:01:29.496,00051 23:09:08,2019-018T15:30:54.979Z,3.610,,290.377,0.1,101,202.851,199.998,195.665,0.1,1000,2.329,,285.690,0.1,100,201.635,200.454,197.412,0.1,1000
601097457.000,601097433.440,00052M00:01:39.227,00051 23:09:18,2019-018T15:31:04.978Z,3.610,,285.369,0.1,101,202.690,200.030,195.652,0.1,1000,,,,0.1,100,201.691,200.498,197.493,0.1,1000
601097467.000,601097443.440,00052M00:01:48.960,00051 23:09:27,2019-018T15:31:14.978Z,3.940,,290.377,0.1,101,202.924,200.038,195.718,0.1,1000,1.999,,290.643,0.1,100,201.715,200.472,197.517,0.1,1000
601097477.000,601097453.440,00052M00:01:58.692,00051 23:09:37,2019-018T15:31:24.978Z,4.600,,290.377,0.1,101,202.787,199.985,195.781,0.1,1000,1.999,,290.643,0.1,100,201.754,200.479,197.500,0.1,1000
601097487.000,601097463.440,00052M00:02:08.424,00051 23:09:47,2019-018T15:31:34.978Z,4.765,,285.369,0.1,101,202.793,200.036,195.788,0.1,1000,2.832,,290.643,0.1,100,201.660,200.454,197.512,0.1,1000
601097497.000,601097473.440,00052M00:02:18.157,00051 23:09:57,2019-018T15:31:44.978Z,4.601,,290.377,0.1,101,202.830,199.990,195.819,0.1,1000,2.165,,285.690,0.1,100,201.617,200.399,197.507,0.1,1000
