AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
599153036.000,599153022.348,00030M02:21:49.122,00030 01:32:15,2018-361T03:24:10.704Z,744.5671,2.0,,
599153036.500,599153022.848,00030M02:21:49.608,00030 01:32:16,2018-361T03:24:11.204Z,744.5673,2.0,,
599153037.000,599153023.348,00030M02:21:50.095,00030 01:32:16,2018-361T03:24:11.704Z,744.5754,2.0,,
599153037.500,599153023.848,00030M02:21:50.582,00030 01:32:17,2018-361T03:24:12.204Z,744.5710,2.0,,
599153038.000,599153024.348,00030M02:21:51.068,00030 01:32:17,2018-361T03:24:12.704Z,744.5780,2.0,,
599153038.500,599153024.848,00030M02:21:51.555,00030 01:32:18,2018-361T03:24:13.204Z,744.5860,2.0,,
599153039.000,599153025.348,00030M02:21:52.041,00030 01:32:18,2018-361T03:24:13.704Z,744.5845,2.0,,
599153039.500,599153025.848,00030M02:21:52.528,00030 01:32:19,2018-361T03:24:14.204Z,744.5843,2.0,280.4440,0.2
599153040.000,599153026.348,00030M02:21:53.015,00030 01:32:19,2018-361T03:24:14.704Z,744.5838,2.0,,
599153040.500,599153026.848,00030M02:21:53.501,00030 01:32:20,2018-361T03:24:15.204Z,744.5901,2.0,,
599153041.000,599153027.348,00030M02:21:53.988,00030 01:32:20,2018-361T03:24:15.704Z,744.5840,2.0,,
599153041.500,599153027.848,00030M02:21:54.475,00030 01:32:21,2018-361T03:24:16.204Z,744.5879,2.0,,
599153042.000,599153028.348,00030M02:21:54.961,00030 01:32:21,2018-361T03:24:16.704Z,744.6007,2.0,,
599153042.500,599153028.848,00030M02:21:55.448,00030 01:32:22,2018-361T03:24:17.204Z,744.5942,2.0,,
599153043.000,599153029.348,00030M02:21:55.934,00030 01:32:22,2018-361T03:24:17.704Z,744.5949,2.0,,
599153043.500,599153029.848,00030M02:21:56.421,00030 01:32:23,2018-361T03:24:18.204Z,744.6009,2.0,,
599153044.000,599153030.348,00030M02:21:56.908,00030 01:32:23,2018-361T03:24:18.704Z,744.6051,2.0,,
599153044.500,599153030.848,00030M02:21:57.394,00030 01:32:24,2018-361T03:24:19.204Z,744.6134,2.0,280.4420,0.2
599153045.000,599153031.348,00030M02:21:57.881,00030 01:32:24,2018-361T03:24:19.704Z,744.6131,2.0,,
599153045.500,599153031.848,00030M02:21:58.368,00030 01:32:25,2018-361T03:24:20.204Z,744.6037,2.0,,
599153046.000,599153032.348,00030M02:21:58.854,00030 01:32:25,2018-361T03:24:20.704Z,744.5994,2.0,,
599153046.500,599153032.848,00030M02:21:59.341,00030 01:32:26,2018-361T03:24:21.204Z,744.5780,2.0,,
599153047.000,599153033.348,00030M02:21:59.827,00030 01:32:26,2018-361T03:24:21.704Z,744.5665,2.0,,
599153047.500,599153033.848,00030M02:22:00.314,00030 01:32:27,2018-361T03:24:22.204Z,744.5851,2.0,,
599153048.000,599153034.348,00030M02:22:00.801,00030 01:32:27,2018-361T03:24:22.704Z,744.5809,2.0,,
599153048.500,599153034.848,00030M02:22:01.287,00030 01:32:28,2018-361T03:24:23.204Z,744.5806,2.0,,
599153049.000,599153035.348,00030M02:22:01.774,00030 01:32:28,2018-361T03:24:23.704Z,744.5904,2.0,,
599153049.500,599153035.848,00030M02:22:02.261,00030 01:32:29,2018-361T03:24:24.204Z,744.5925,2.0,280.4401,0.2
599153050.000,599153036.348,00030M02:22:02.747,00030 01:32:29,2018-361T03:24:24.704Z,744.5915,2.0,,
599153050.500,599153036.848,00030M02:22:03.234,00030 01:32:29,2018-361T03:24:25.204Z,744.5917,2.0,,
599153051.000,599153037.348,00030M02:22:03.720,00030 01:32:30,2018-361T03:24:25.704Z,744.5950,2.0,,
599153051.500,599153037.848,00030M02:22:04.207,00030 01:32:30,2018-361T03:24:26.204Z,744.5832,2.0,,
599153052.000,599153038.348,00030M02:22:04.694,00030 01:32:31,2018-361T03:24:26.704Z,744.5912,2.0,,
599153052.500,599153038.848,00030M02:22:05.180,00030 01:32:31,2018-361T03:24:27.204Z,744.5986,2.0,,
599153053.000,599153039.348,00030M02:22:05.667,00030 01:32:32,2018-361T03:24:27.704Z,744.5899,2.0,,
599153053.500,599153039.848,00030M02:22:06.154,00030 01:32:32,2018-361T03:24:28.204Z,744.5964,2.0,,
599153054.000,599153040.348,00030M02:22:06.640,00030 01:32:33,2018-361T03:24:28.704Z,744.5876,2.0,,
599153054.500,599153040.848,00030M02:22:07.127,00030 01:32:33,2018-361T03:24:29.204Z,744.5757,2.0,280.4384,0.2
599153055.000,599153041.348,00030M02:22:07.613,00030 01:32:34,2018-361T03:24:29.704Z,744.5732,2.0,,
599153055.500,599153041.848,00030M02:22:08.100,00030 01:32:34,2018-361T03:24:30.204Z,744.5735,2.0,,
599153056.000,599153042.348,00030M02:22:08.587,00030 01:32:35,2018-361T03:24:30.704Z,744.5799,2.0,,
599153056.500,599153042.848,00030M02:22:09.073,00030 01:32:35,2018-361T03:24:31.204Z,744.5716,2.0,,
599153057.000,599153043.348,00030M02:22:09.560,00030 01:32:36,2018-361T03:24:31.704Z,744.5764,2.0,,
599153057.500,599153043.848,00030M02:22:10.046,00030 01:32:36,2018-361T03:24:32.204Z,744.5865,2.0,,
599153058.000,599153044.348,00030M02:22:10.533,00030 01:32:37,2018-361T03:24:32.704Z,744.5785,2.0,,
599153058.500,599153044.848,00030M02:22:11.020,00030 01:32:37,2018-361T03:24:33.204Z,744.5666,2.0,,
599153059.000,599153045.348,00030M02:22:11.506,00030 01:32:38,2018-361T03:24:33.704Z,744.5667,2.0,,
599153059.500,599153045.848,00030M02:22:11.993,00030 01:32:38,2018-361T03:24:34.204Z,744.5883,2.0,280.4364,0.2
599153060.000,599153046.348,00030M02:22:12.480,00030 01:32:39,2018-361T03:24:34.704Z,744.5710,2.0,,
599153060.500,599153046.848,00030M02:22:12.966,00030 01:32:39,2018-361T03:24:35.204Z,744.5549,2.0,,
599153061.000,599153047.348,00030M02:22:13.453,00030 01:32:40,2018-361T03:24:35.704Z,744.5689,2.0,,
599153061.500,599153047.848,00030M02:22:13.939,00030 01:32:40,2018-361T03:24:36.204Z,744.5584,2.0,,
599153062.000,599153048.348,00030M02:22:14.426,00030 01:32:41,2018-361T03:24:36.704Z,744.5582,2.0,,
599153062.500,599153048.848,00030M02:22:14.913,00030 01:32:41,2018-361T03:24:37.204Z,744.5564,2.0,,
599153063.000,599153049.348,00030M02:22:15.399,00030 01:32:42,2018-361T03:24:37.704Z,744.5376,2.0,,
599153063.500,599153049.848,00030M02:22:15.886,00030 01:32:42,2018-361T03:24:38.204Z,744.5316,2.0,,
599153064.000,599153050.348,00030M02:22:16.373,00030 01:32:43,2018-361T03:24:38.704Z,744.5380,2.0,,
599153064.500,599153050.848,00030M02:22:16.859,00030 01:32:43,2018-361T03:24:39.204Z,744.5562,2.0,280.4348,0.2
599153065.000,599153051.348,00030M02:22:17.346,00030 01:32:44,2018-361T03:24:39.704Z,744.5683,2.0,,
599153065.500,599153051.848,00030M02:22:17.832,00030 01:32:44,2018-361T03:24:40.204Z,744.5615,2.0,,
599153066.000,599153052.348,00030M02:22:18.319,00030 01:32:45,2018-361T03:24:40.704Z,744.5698,2.0,,
599153066.500,599153052.848,00030M02:22:18.806,00030 01:32:45,2018-361T03:24:41.204Z,744.5813,2.0,,
599153067.000,599153053.348,00030M02:22:19.292,00030 01:32:46,2018-361T03:24:41.704Z,744.5746,2.0,,
599153067.500,599153053.848,00030M02:22:19.779,00030 01:32:46,2018-361T03:24:42.204Z,744.5693,2.0,,
599153068.000,599153054.348,00030M02:22:20.266,00030 01:32:47,2018-361T03:24:42.704Z,744.5761,2.0,,
599153068.500,599153054.848,00030M02:22:20.752,00030 01:32:47,2018-361T03:24:43.204Z,744.5964,2.0,,
599153069.000,599153055.348,00030M02:22:21.239,00030 01:32:47,2018-361T03:24:43.704Z,744.5893,2.0,,
599153069.500,599153055.848,00030M02:22:21.725,00030 01:32:48,2018-361T03:24:44.204Z,744.5832,2.0,280.4335,0.2
599153070.000,599153056.348,00030M02:22:22.212,00030 01:32:48,2018-361T03:24:44.704Z,744.6112,2.0,,
599153070.500,599153056.848,00030M02:22:22.699,00030 01:32:49,2018-361T03:24:45.204Z,744.6118,2.0,,
599153071.000,599153057.348,00030M02:22:23.185,00030 01:32:49,2018-361T03:24:45.704Z,744.5991,2.0,,
599153071.500,599153057.848,00030M02:22:23.672,00030 01:32:50,2018-361T03:24:46.204Z,744.6010,2.0,,
599153072.000,599153058.348,00030M02:22:24.159,00030 01:32:50,2018-361T03:24:46.704Z,744.5926,2.0,,
599153072.500,599153058.848,00030M02:22:24.645,00030 01:32:51,2018-361T03:24:47.204Z,744.5909,2.0,,
599153073.000,599153059.348,00030M02:22:25.132,00030 01:32:51,2018-361T03:24:47.704Z,744.6063,2.0,,
599153073.500,599153059.848,00030M02:22:25.618,00030 01:32:52,2018-361T03:24:48.204Z,744.6184,2.0,,
599153074.000,599153060.348,00030M02:22:26.105,00030 01:32:52,2018-361T03:24:48.704Z,744.6218,2.0,,
599153074.500,599153060.848,00030M02:22:26.592,00030 01:32:53,2018-361T03:24:49.204Z,744.6150,2.0,280.4320,0.2
599153075.000,599153061.348,00030M02:22:27.078,00030 01:32:53,2018-361T03:24:49.704Z,744.6045,2.0,,
599153075.500,599153061.848,00030M02:22:27.565,00030 01:32:54,2018-361T03:24:50.204Z,744.6092,2.0,,
599153076.000,599153062.348,00030M02:22:28.052,00030 01:32:54,2018-361T03:24:50.704Z,744.6140,2.0,,
599153076.500,599153062.848,00030M02:22:28.538,00030 01:32:55,2018-361T03:24:51.204Z,744.6101,2.0,,
599153077.000,599153063.348,00030M02:22:29.025,00030 01:32:55,2018-361T03:24:51.704Z,744.6249,2.0,,
599153077.500,599153063.848,00030M02:22:29.511,00030 01:32:56,2018-361T03:24:52.204Z,744.6308,2.0,,
599153078.000,599153064.348,00030M02:22:29.998,00030 01:32:56,2018-361T03:24:52.704Z,744.6148,2.0,,
599153078.500,599153064.848,00030M02:22:30.485,00030 01:32:57,2018-361T03:24:53.204Z,744.6155,2.0,,
599153079.000,599153065.348,00030M02:22:30.971,00030 01:32:57,2018-361T03:24:53.704Z,744.6221,2.0,,
599153079.500,599153065.848,00030M02:22:31.458,00030 01:32:58,2018-361T03:24:54.204Z,744.6127,2.0,280.4303,0.2
599153080.000,599153066.348,00030M02:22:31.945,00030 01:32:58,2018-361T03:24:54.704Z,744.6083,2.0,,
599153080.500,599153066.848,00030M02:22:32.431,00030 01:32:59,2018-361T03:24:55.204Z,744.6167,2.0,,
599153081.000,599153067.347,00030M02:22:32.917,00030 01:32:59,2018-361T03:24:55.703Z,744.6245,2.0,,
599153081.500,599153067.847,00030M02:22:33.403,00030 01:33:00,2018-361T03:24:56.203Z,744.6134,2.0,,
599153082.000,599153068.347,00030M02:22:33.890,00030 01:33:00,2018-361T03:24:56.703Z,744.5910,2.0,,
599153082.500,599153068.847,00030M02:22:34.377,00030 01:33:01,2018-361T03:24:57.203Z,744.6064,2.0,,
599153083.000,599153069.347,00030M02:22:34.863,00030 01:33:01,2018-361T03:24:57.703Z,744.6169,2.0,,
599153083.500,599153069.847,00030M02:22:35.350,00030 01:33:02,2018-361T03:24:58.203Z,744.5969,2.0,,
599153084.000,599153070.347,00030M02:22:35.837,00030 01:33:02,2018-361T03:24:58.703Z,744.6063,2.0,,
599153084.500,599153070.847,00030M02:22:36.323,00030 01:33:03,2018-361T03:24:59.203Z,744.6116,2.0,280.4286,0.2
599153085.000,599153071.347,00030M02:22:36.810,00030 01:33:03,2018-361T03:24:59.703Z,744.6003,2.0,,
599153085.500,599153071.847,00030M02:22:37.296,00030 01:33:04,2018-361T03:25:00.203Z,744.6105,2.0,,
599153086.000,599153072.347,00030M02:22:37.783,00030 01:33:04,2018-361T03:25:00.703Z,744.6147,2.0,,
599153086.500,599153072.847,00030M02:22:38.270,00030 01:33:05,2018-361T03:25:01.203Z,744.6053,2.0,,
599153087.000,599153073.347,00030M02:22:38.756,00030 01:33:05,2018-361T03:25:01.703Z,744.5979,2.0,,
599153087.500,599153073.847,00030M02:22:39.243,00030 01:33:05,2018-361T03:25:02.203Z,744.6020,2.0,,
599153088.000,599153074.347,00030M02:22:39.730,00030 01:33:06,2018-361T03:25:02.703Z,744.6235,2.0,,
599153088.500,599153074.847,00030M02:22:40.216,00030 01:33:06,2018-361T03:25:03.203Z,744.6280,2.0,,
599153089.000,599153075.347,00030M02:22:40.703,00030 01:33:07,2018-361T03:25:03.703Z,744.6298,2.0,,
599153089.500,599153075.847,00030M02:22:41.189,00030 01:33:07,2018-361T03:25:04.203Z,744.6359,2.0,280.4267,0.2
599153090.000,599153076.347,00030M02:22:41.676,00030 01:33:08,2018-361T03:25:04.703Z,744.6222,2.0,,
599153090.500,599153076.847,00030M02:22:42.163,00030 01:33:08,2018-361T03:25:05.203Z,744.6236,2.0,,
599153091.000,599153077.347,00030M02:22:42.649,00030 01:33:09,2018-361T03:25:05.703Z,744.6192,2.0,,
599153091.500,599153077.847,00030M02:22:43.136,00030 01:33:09,2018-361T03:25:06.203Z,744.6148,2.0,,
599153092.000,599153078.347,00030M02:22:43.623,00030 01:33:10,2018-361T03:25:06.703Z,744.6236,2.0,,
599153092.500,599153078.847,00030M02:22:44.109,00030 01:33:10,2018-361T03:25:07.203Z,744.6180,2.0,,
599153093.000,599153079.347,00030M02:22:44.596,00030 01:33:11,2018-361T03:25:07.703Z,744.6222,2.0,,
599153093.500,599153079.847,00030M02:22:45.082,00030 01:33:11,2018-361T03:25:08.203Z,744.6123,2.0,,
599153094.000,599153080.347,00030M02:22:45.569,00030 01:33:12,2018-361T03:25:08.703Z,744.6099,2.0,,
599153094.500,599153080.847,00030M02:22:46.056,00030 01:33:12,2018-361T03:25:09.203Z,744.6187,2.0,280.4248,0.2
599153095.000,599153081.347,00030M02:22:46.542,00030 01:33:13,2018-361T03:25:09.703Z,744.6110,2.0,,
599153095.500,599153081.847,00030M02:22:47.029,00030 01:33:13,2018-361T03:25:10.203Z,744.6087,2.0,,
599153096.000,599153082.347,00030M02:22:47.515,00030 01:33:14,2018-361T03:25:10.703Z,744.5978,2.0,,
599153096.500,599153082.847,00030M02:22:48.002,00030 01:33:14,2018-361T03:25:11.203Z,744.5986,2.0,,
599153097.000,599153083.347,00030M02:22:48.489,00030 01:33:15,2018-361T03:25:11.703Z,744.6071,2.0,,
599153097.500,599153083.847,00030M02:22:48.975,00030 01:33:15,2018-361T03:25:12.203Z,744.6126,2.0,,
599153098.000,599153084.347,00030M02:22:49.462,00030 01:33:16,2018-361T03:25:12.703Z,744.6269,2.0,,
599153098.500,599153084.847,00030M02:22:49.949,00030 01:33:16,2018-361T03:25:13.203Z,744.6251,2.0,,
599153099.000,599153085.347,00030M02:22:50.435,00030 01:33:17,2018-361T03:25:13.703Z,744.6172,2.0,,
599153099.500,599153085.847,00030M02:22:50.922,00030 01:33:17,2018-361T03:25:14.203Z,744.6304,2.0,280.4228,0.2
599153100.000,599153086.347,00030M02:22:51.408,00030 01:33:18,2018-361T03:25:14.703Z,744.6333,2.0,,
599153100.500,599153086.847,00030M02:22:51.895,00030 01:33:18,2018-361T03:25:15.203Z,744.6296,2.0,,
599153101.000,599153087.347,00030M02:22:52.382,00030 01:33:19,2018-361T03:25:15.703Z,744.6347,2.0,,
599153101.500,599153087.847,00030M02:22:52.868,00030 01:33:19,2018-361T03:25:16.203Z,744.6255,2.0,,
599153102.000,599153088.347,00030M02:22:53.355,00030 01:33:20,2018-361T03:25:16.703Z,744.6271,2.0,,
599153102.500,599153088.847,00030M02:22:53.842,00030 01:33:20,2018-361T03:25:17.203Z,744.6219,2.0,,
599153103.000,599153089.347,00030M02:22:54.328,00030 01:33:21,2018-361T03:25:17.703Z,744.6233,2.0,,
599153103.500,599153089.847,00030M02:22:54.815,00030 01:33:21,2018-361T03:25:18.203Z,744.6471,2.0,,
599153104.000,599153090.347,00030M02:22:55.301,00030 01:33:22,2018-361T03:25:18.703Z,744.6455,2.0,,
599153104.500,599153090.847,00030M02:22:55.788,00030 01:33:22,2018-361T03:25:19.203Z,744.6357,2.0,280.4212,0.2
599153105.000,599153091.347,00030M02:22:56.275,00030 01:33:23,2018-361T03:25:19.703Z,744.6311,2.0,,
599153105.500,599153091.847,00030M02:22:56.761,00030 01:33:23,2018-361T03:25:20.203Z,744.6339,2.0,,
599153106.000,599153092.347,00030M02:22:57.248,00030 01:33:23,2018-361T03:25:20.703Z,744.6394,2.0,,
599153106.500,599153092.847,00030M02:22:57.735,00030 01:33:24,2018-361T03:25:21.203Z,744.6457,2.0,,
599153107.000,599153093.347,00030M02:22:58.221,00030 01:33:24,2018-361T03:25:21.703Z,744.6501,2.0,,
599153107.500,599153093.847,00030M02:22:58.708,00030 01:33:25,2018-361T03:25:22.203Z,744.6417,2.0,,
599153108.000,599153094.347,00030M02:22:59.194,00030 01:33:25,2018-361T03:25:22.703Z,744.6393,2.0,,
599153108.500,599153094.847,00030M02:22:59.681,00030 01:33:26,2018-361T03:25:23.203Z,744.6424,2.0,,
599153109.000,599153095.347,00030M02:23:00.168,00030 01:33:26,2018-361T03:25:23.703Z,744.6521,2.0,,
599153109.500,599153095.847,00030M02:23:00.654,00030 01:33:27,2018-361T03:25:24.203Z,744.6540,2.0,280.4198,0.2
599153110.000,599153096.347,00030M02:23:01.141,00030 01:33:27,2018-361T03:25:24.703Z,744.6478,2.0,,
599153110.500,599153096.847,00030M02:23:01.628,00030 01:33:28,2018-361T03:25:25.203Z,744.6533,2.0,,
599153111.000,599153097.347,00030M02:23:02.114,00030 01:33:28,2018-361T03:25:25.703Z,744.6517,2.0,,
599153111.500,599153097.847,00030M02:23:02.601,00030 01:33:29,2018-361T03:25:26.203Z,744.6443,2.0,,
599153112.000,599153098.347,00030M02:23:03.087,00030 01:33:29,2018-361T03:25:26.703Z,744.6356,2.0,,
599153112.500,599153098.847,00030M02:23:03.574,00030 01:33:30,2018-361T03:25:27.203Z,744.6314,2.0,,
599153113.000,599153099.347,00030M02:23:04.061,00030 01:33:30,2018-361T03:25:27.703Z,744.6358,2.0,,
599153113.500,599153099.847,00030M02:23:04.547,00030 01:33:31,2018-361T03:25:28.203Z,744.6336,2.0,,
599153114.000,599153100.347,00030M02:23:05.034,00030 01:33:31,2018-361T03:25:28.703Z,744.6266,2.0,,
599153114.500,599153100.847,00030M02:23:05.521,00030 01:33:32,2018-361T03:25:29.203Z,744.6304,2.0,280.4180,0.2
599153115.000,599153101.347,00030M02:23:06.007,00030 01:33:32,2018-361T03:25:29.703Z,744.6421,2.0,,
599153115.500,599153101.847,00030M02:23:06.494,00030 01:33:33,2018-361T03:25:30.203Z,744.6354,2.0,,
599153116.000,599153102.347,00030M02:23:06.980,00030 01:33:33,2018-361T03:25:30.703Z,744.6220,2.0,,
599153116.500,599153102.847,00030M02:23:07.467,00030 01:33:34,2018-361T03:25:31.203Z,744.6199,2.0,,
599153117.000,599153103.347,00030M02:23:07.954,00030 01:33:34,2018-361T03:25:31.703Z,744.6318,2.0,,
599153117.500,599153103.847,00030M02:23:08.440,00030 01:33:35,2018-361T03:25:32.203Z,744.6399,2.0,,
599153118.000,599153104.347,00030M02:23:08.927,00030 01:33:35,2018-361T03:25:32.703Z,744.6231,2.0,,
599153118.500,599153104.847,00030M02:23:09.414,00030 01:33:36,2018-361T03:25:33.203Z,744.6235,2.0,,
599153119.000,599153105.347,00030M02:23:09.900,00030 01:33:36,2018-361T03:25:33.703Z,744.6313,2.0,,
599153119.500,599153105.847,00030M02:23:10.387,00030 01:33:37,2018-361T03:25:34.203Z,744.6246,2.0,280.4165,0.2
599153120.000,599153106.347,00030M02:23:10.873,00030 01:33:37,2018-361T03:25:34.703Z,744.6321,2.0,,
599153120.500,599153106.847,00030M02:23:11.360,00030 01:33:38,2018-361T03:25:35.203Z,744.6332,2.0,,
599153121.000,599153107.347,00030M02:23:11.847,00030 01:33:38,2018-361T03:25:35.703Z,744.6396,2.0,,
599153121.500,599153107.847,00030M02:23:12.333,00030 01:33:39,2018-361T03:25:36.203Z,744.6409,2.0,,
599153122.000,599153108.347,00030M02:23:12.820,00030 01:33:39,2018-361T03:25:36.703Z,744.6041,2.0,,
599153122.500,599153108.847,00030M02:23:13.307,00030 01:33:40,2018-361T03:25:37.203Z,744.5925,2.0,,
599153123.000,599153109.347,00030M02:23:13.793,00030 01:33:40,2018-361T03:25:37.703Z,744.6101,2.0,,
599153123.500,599153109.847,00030M02:23:14.280,00030 01:33:41,2018-361T03:25:38.203Z,744.6026,2.0,,
599153124.000,599153110.347,00030M02:23:14.766,00030 01:33:41,2018-361T03:25:38.703Z,744.5905,2.0,,
599153124.500,599153110.847,00030M02:23:15.253,00030 01:33:41,2018-361T03:25:39.203Z,744.5986,2.0,280.4149,0.2
599153125.000,599153111.347,00030M02:23:15.740,00030 01:33:42,2018-361T03:25:39.703Z,744.6066,2.0,,
599153125.500,599153111.847,00030M02:23:16.226,00030 01:33:42,2018-361T03:25:40.203Z,744.6093,2.0,,
599153126.000,599153112.347,00030M02:23:16.713,00030 01:33:43,2018-361T03:25:40.703Z,744.6201,2.0,,
599153126.500,599153112.847,00030M02:23:17.199,00030 01:33:43,2018-361T03:25:41.203Z,744.6308,2.0,,
599153127.000,599153113.347,00030M02:23:17.686,00030 01:33:44,2018-361T03:25:41.703Z,744.6263,2.0,,
599153127.500,599153113.847,00030M02:23:18.173,00030 01:33:44,2018-361T03:25:42.203Z,744.6139,2.0,,
599153128.000,599153114.347,00030M02:23:18.659,00030 01:33:45,2018-361T03:25:42.703Z,744.6221,2.0,,
599153128.500,599153114.847,00030M02:23:19.146,00030 01:33:45,2018-361T03:25:43.203Z,744.6300,2.0,,
599153129.000,599153115.347,00030M02:23:19.633,00030 01:33:46,2018-361T03:25:43.703Z,744.6243,2.0,,
599153129.500,599153115.847,00030M02:23:20.119,00030 01:33:46,2018-361T03:25:44.203Z,744.6228,2.0,280.4131,0.2
599153130.000,599153116.346,00030M02:23:20.605,00030 01:33:47,2018-361T03:25:44.702Z,744.6115,2.0,,
599153130.500,599153116.846,00030M02:23:21.091,00030 01:33:47,2018-361T03:25:45.202Z,744.6164,2.0,,
599153131.000,599153117.346,00030M02:23:21.578,00030 01:33:48,2018-361T03:25:45.702Z,744.6182,2.0,,
599153131.500,599153117.846,00030M02:23:22.065,00030 01:33:48,2018-361T03:25:46.202Z,744.6038,2.0,,
599153132.000,599153118.346,00030M02:23:22.551,00030 01:33:49,2018-361T03:25:46.702Z,744.6175,2.0,,
599153132.500,599153118.846,00030M02:23:23.038,00030 01:33:49,2018-361T03:25:47.202Z,744.6201,2.0,,
599153133.000,599153119.346,00030M02:23:23.525,00030 01:33:50,2018-361T03:25:47.702Z,744.6127,2.0,,
599153133.500,599153119.846,00030M02:23:24.011,00030 01:33:50,2018-361T03:25:48.202Z,744.6204,2.0,,
599153134.000,599153120.346,00030M02:23:24.498,00030 01:33:51,2018-361T03:25:48.702Z,744.6212,2.0,,
599153134.500,599153120.846,00030M02:23:24.984,00030 01:33:51,2018-361T03:25:49.202Z,744.6250,2.0,280.4115,0.2
599153135.000,599153121.346,00030M02:23:25.471,00030 01:33:52,2018-361T03:25:49.702Z,744.6281,2.0,,
599153135.500,599153121.846,00030M02:23:25.958,00030 01:33:52,2018-361T03:25:50.202Z,744.6178,2.0,,
599153136.000,599153122.346,00030M02:23:26.444,00030 01:33:53,2018-361T03:25:50.702Z,744.6124,2.0,,
599153136.500,599153122.846,00030M02:23:26.931,00030 01:33:53,2018-361T03:25:51.202Z,744.6252,2.0,,
599153137.000,599153123.346,00030M02:23:27.418,00030 01:33:54,2018-361T03:25:51.702Z,744.6302,2.0,,
599153137.500,599153123.846,00030M02:23:27.904,00030 01:33:54,2018-361T03:25:52.202Z,744.6228,2.0,,
599153138.000,599153124.346,00030M02:23:28.391,00030 01:33:55,2018-361T03:25:52.702Z,744.6217,2.0,,
599153138.500,599153124.846,00030M02:23:28.877,00030 01:33:55,2018-361T03:25:53.202Z,744.6296,2.0,,
599153139.000,599153125.346,00030M02:23:29.364,00030 01:33:56,2018-361T03:25:53.702Z,744.6342,2.0,,
599153139.500,599153125.846,00030M02:23:29.851,00030 01:33:56,2018-361T03:25:54.202Z,744.6152,2.0,280.4092,0.2
599153140.000,599153126.346,00030M02:23:30.337,00030 01:33:57,2018-361T03:25:54.702Z,744.6055,2.0,,
599153140.500,599153126.846,00030M02:23:30.824,00030 01:33:57,2018-361T03:25:55.202Z,744.6046,2.0,,
599153141.000,599153127.346,00030M02:23:31.311,00030 01:33:58,2018-361T03:25:55.702Z,744.5965,2.0,,
599153141.500,599153127.846,00030M02:23:31.797,00030 01:33:58,2018-361T03:25:56.202Z,744.6000,2.0,,
599153142.000,599153128.346,00030M02:23:32.284,00030 01:33:59,2018-361T03:25:56.702Z,744.5866,2.0,,
599153142.500,599153128.846,00030M02:23:32.770,00030 01:33:59,2018-361T03:25:57.202Z,744.5837,2.0,,
599153143.000,599153129.346,00030M02:23:33.257,00030 01:33:59,2018-361T03:25:57.702Z,744.5970,2.0,,
599153143.500,599153129.846,00030M02:23:33.744,00030 01:34:00,2018-361T03:25:58.202Z,744.5870,2.0,,
599153144.000,599153130.346,00030M02:23:34.230,00030 01:34:00,2018-361T03:25:58.702Z,744.5848,2.0,,
599153144.500,599153130.846,00030M02:23:34.717,00030 01:34:01,2018-361T03:25:59.202Z,744.5902,2.0,280.4071,0.2
599153145.000,599153131.346,00030M02:23:35.204,00030 01:34:01,2018-361T03:25:59.702Z,744.6039,2.0,,
599153145.500,599153131.846,00030M02:23:35.690,00030 01:34:02,2018-361T03:26:00.202Z,744.6181,2.0,,
599153146.000,599153132.346,00030M02:23:36.177,00030 01:34:02,2018-361T03:26:00.702Z,744.6027,2.0,,
599153146.500,599153132.846,00030M02:23:36.663,00030 01:34:03,2018-361T03:26:01.202Z,744.5951,2.0,,
599153147.000,599153133.346,00030M02:23:37.150,00030 01:34:03,2018-361T03:26:01.702Z,744.6006,2.0,,
599153147.500,599153133.846,00030M02:23:37.637,00030 01:34:04,2018-361T03:26:02.202Z,744.5960,2.0,,
599153148.000,599153134.346,00030M02:23:38.123,00030 01:34:04,2018-361T03:26:02.702Z,744.5839,2.0,,
599153148.500,599153134.846,00030M02:23:38.610,00030 01:34:05,2018-361T03:26:03.202Z,744.5718,2.0,,
599153149.000,599153135.346,00030M02:23:39.097,00030 01:34:05,2018-361T03:26:03.702Z,744.5809,2.0,,
599153149.500,599153135.846,00030M02:23:39.583,00030 01:34:06,2018-361T03:26:04.202Z,744.5905,2.0,280.4055,0.2
599153150.000,599153136.346,00030M02:23:40.070,00030 01:34:06,2018-361T03:26:04.702Z,744.5837,2.0,,
599153150.500,599153136.846,00030M02:23:40.556,00030 01:34:07,2018-361T03:26:05.202Z,744.5820,2.0,,
599153151.000,599153137.346,00030M02:23:41.043,00030 01:34:07,2018-361T03:26:05.702Z,744.5949,2.0,,
599153151.500,599153137.846,00030M02:23:41.530,00030 01:34:08,2018-361T03:26:06.202Z,744.6138,2.0,,
599153152.000,599153138.346,00030M02:23:42.016,00030 01:34:08,2018-361T03:26:06.702Z,744.6163,2.0,,
599153152.500,599153138.846,00030M02:23:42.503,00030 01:34:09,2018-361T03:26:07.202Z,744.6014,2.0,,
599153153.000,599153139.346,00030M02:23:42.990,00030 01:34:09,2018-361T03:26:07.702Z,744.5914,2.0,,
599153153.500,599153139.846,00030M02:23:43.476,00030 01:34:10,2018-361T03:26:08.202Z,744.6047,2.0,,
599153154.000,599153140.346,00030M02:23:43.963,00030 01:34:10,2018-361T03:26:08.702Z,744.6091,2.0,,
