AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
599144293.000,599144279.522,00030M00:00:00.202,00029 23:10:28,2018-361T00:58:27.863Z,744.9345,2.0,,
599144293.500,599144280.022,00030M00:00:00.688,00029 23:10:28,2018-361T00:58:28.363Z,744.9310,2.0,,
599144294.000,599144280.522,00030M00:00:01.175,00029 23:10:29,2018-361T00:58:28.863Z,744.8930,2.0,,
599144294.500,599144281.022,00030M00:00:01.662,00029 23:10:29,2018-361T00:58:29.363Z,744.8951,2.0,282.6355,0.2
599144295.000,599144281.522,00030M00:00:02.148,00029 23:10:30,2018-361T00:58:29.863Z,744.9304,2.0,,
599144295.500,599144282.022,00030M00:00:02.635,00029 23:10:30,2018-361T00:58:30.363Z,744.9255,2.0,,
599144296.000,599144282.522,00030M00:00:03.122,00029 23:10:31,2018-361T00:58:30.863Z,744.9376,2.0,,
599144296.500,599144283.022,00030M00:00:03.608,00029 23:10:31,2018-361T00:58:31.363Z,744.9296,2.0,,
599144297.000,599144283.522,00030M00:00:04.095,00029 23:10:32,2018-361T00:58:31.863Z,744.9348,2.0,,
599144297.500,599144284.022,00030M00:00:04.581,00029 23:10:32,2018-361T00:58:32.363Z,744.9573,2.0,,
599144298.000,599144284.522,00030M00:00:05.068,00029 23:10:33,2018-361T00:58:32.863Z,744.9384,2.0,,
599144298.500,599144285.022,00030M00:00:05.555,00029 23:10:33,2018-361T00:58:33.363Z,744.9401,2.0,,
599144299.000,599144285.522,00030M00:00:06.041,00029 23:10:34,2018-361T00:58:33.863Z,744.9445,2.0,,
599144299.500,599144286.022,00030M00:00:06.528,00029 23:10:34,2018-361T00:58:34.363Z,744.9561,2.0,282.6338,0.2
599144300.000,599144286.522,00030M00:00:07.015,00029 23:10:35,2018-361T00:58:34.863Z,744.9536,2.0,,
599144300.500,599144287.022,00030M00:00:07.501,00029 23:10:35,2018-361T00:58:35.363Z,744.9406,2.0,,
599144301.000,599144287.522,00030M00:00:07.988,00029 23:10:36,2018-361T00:58:35.863Z,744.9399,2.0,,
599144301.500,599144288.022,00030M00:00:08.474,00029 23:10:36,2018-361T00:58:36.363Z,744.9452,2.0,,
599144302.000,599144288.522,00030M00:00:08.961,00029 23:10:37,2018-361T00:58:36.863Z,744.9621,2.0,,
599144302.500,599144289.022,00030M00:00:09.448,00029 23:10:37,2018-361T00:58:37.363Z,744.9368,2.0,,
599144303.000,599144289.522,00030M00:00:09.934,00029 23:10:38,2018-361T00:58:37.863Z,744.9493,2.0,,
599144303.500,599144290.022,00030M00:00:10.421,00029 23:10:38,2018-361T00:58:38.363Z,744.9673,2.0,,
599144304.000,599144290.522,00030M00:00:10.908,00029 23:10:38,2018-361T00:58:38.863Z,744.9254,2.0,,
599144304.500,599144291.022,00030M00:00:11.394,00029 23:10:39,2018-361T00:58:39.363Z,744.9281,2.0,282.6317,0.2
599144305.000,599144291.522,00030M00:00:11.881,00029 23:10:39,2018-361T00:58:39.863Z,744.9505,2.0,,
599144305.500,599144292.022,00030M00:00:12.367,00029 23:10:40,2018-361T00:58:40.363Z,744.9382,2.0,,
599144306.000,599144292.522,00030M00:00:12.854,00029 23:10:40,2018-361T00:58:40.863Z,744.9254,2.0,,
599144306.500,599144293.022,00030M00:00:13.341,00029 23:10:41,2018-361T00:58:41.363Z,744.9344,2.0,,
599144307.000,599144293.522,00030M00:00:13.827,00029 23:10:41,2018-361T00:58:41.863Z,744.9485,2.0,,
599144307.500,599144294.022,00030M00:00:14.314,00029 23:10:42,2018-361T00:58:42.363Z,744.9507,2.0,,
599144308.000,599144294.522,00030M00:00:14.801,00029 23:10:42,2018-361T00:58:42.863Z,744.9464,2.0,,
599144308.500,599144295.022,00030M00:00:15.287,00029 23:10:43,2018-361T00:58:43.363Z,744.9508,2.0,,
599144309.000,599144295.522,00030M00:00:15.774,00029 23:10:43,2018-361T00:58:43.863Z,744.9452,2.0,,
599144309.500,599144296.022,00030M00:00:16.260,00029 23:10:44,2018-361T00:58:44.363Z,744.9576,2.0,282.6301,0.2
599144310.000,599144296.522,00030M00:00:16.747,00029 23:10:44,2018-361T00:58:44.863Z,744.9640,2.0,,
599144310.500,599144297.022,00030M00:00:17.234,00029 23:10:45,2018-361T00:58:45.363Z,744.9454,2.0,,
599144311.000,599144297.522,00030M00:00:17.720,00029 23:10:45,2018-361T00:58:45.863Z,744.9579,2.0,,
599144311.500,599144298.022,00030M00:00:18.207,00029 23:10:46,2018-361T00:58:46.363Z,744.9410,2.0,,
599144312.000,599144298.522,00030M00:00:18.694,00029 23:10:46,2018-361T00:58:46.863Z,744.9147,2.0,,
599144312.500,599144299.022,00030M00:00:19.180,00029 23:10:47,2018-361T00:58:47.363Z,744.9291,2.0,,
599144313.000,599144299.522,00030M00:00:19.667,00029 23:10:47,2018-361T00:58:47.863Z,744.9531,2.0,,
599144313.500,599144300.022,00030M00:00:20.153,00029 23:10:48,2018-361T00:58:48.363Z,744.9393,2.0,,
599144314.000,599144300.522,00030M00:00:20.640,00029 23:10:48,2018-361T00:58:48.863Z,744.9183,2.0,,
599144314.500,599144301.022,00030M00:00:21.127,00029 23:10:49,2018-361T00:58:49.363Z,744.9312,2.0,282.6285,0.2
599144315.000,599144301.522,00030M00:00:21.613,00029 23:10:49,2018-361T00:58:49.863Z,744.9373,2.0,,
599144315.500,599144302.022,00030M00:00:22.100,00029 23:10:50,2018-361T00:58:50.363Z,744.9237,2.0,,
599144316.000,599144302.522,00030M00:00:22.587,00029 23:10:50,2018-361T00:58:50.863Z,744.9026,2.0,,
599144316.500,599144303.022,00030M00:00:23.073,00029 23:10:51,2018-361T00:58:51.363Z,744.9397,2.0,,
599144317.000,599144303.522,00030M00:00:23.560,00029 23:10:51,2018-361T00:58:51.863Z,744.9641,2.0,,
599144317.500,599144304.022,00030M00:00:24.046,00029 23:10:52,2018-361T00:58:52.363Z,744.9323,2.0,,
599144318.000,599144304.522,00030M00:00:24.533,00029 23:10:52,2018-361T00:58:52.863Z,744.9199,2.0,,
599144318.500,599144305.022,00030M00:00:25.020,00029 23:10:53,2018-361T00:58:53.363Z,744.9274,2.0,,
599144319.000,599144305.522,00030M00:00:25.506,00029 23:10:53,2018-361T00:58:53.863Z,744.9449,2.0,,
599144319.500,599144306.022,00030M00:00:25.993,00029 23:10:54,2018-361T00:58:54.363Z,744.9446,2.0,282.6264,0.2
599144320.000,599144306.522,00030M00:00:26.479,00029 23:10:54,2018-361T00:58:54.863Z,744.9446,2.0,,
599144320.500,599144307.022,00030M00:00:26.966,00029 23:10:55,2018-361T00:58:55.363Z,744.9588,2.0,,
599144321.000,599144307.522,00030M00:00:27.453,00029 23:10:55,2018-361T00:58:55.863Z,744.9509,2.0,,
599144321.500,599144308.022,00030M00:00:27.939,00029 23:10:56,2018-361T00:58:56.363Z,744.9364,2.0,,
599144322.000,599144308.522,00030M00:00:28.426,00029 23:10:56,2018-361T00:58:56.863Z,744.9549,2.0,,
599144322.500,599144309.022,00030M00:00:28.913,00029 23:10:56,2018-361T00:58:57.363Z,744.9652,2.0,,
599144323.000,599144309.522,00030M00:00:29.399,00029 23:10:57,2018-361T00:58:57.863Z,744.9727,2.0,,
599144323.500,599144310.022,00030M00:00:29.886,00029 23:10:57,2018-361T00:58:58.363Z,744.9655,2.0,,
599144324.000,599144310.522,00030M00:00:30.372,00029 23:10:58,2018-361T00:58:58.863Z,744.9301,2.0,,
599144324.500,599144311.022,00030M00:00:30.859,00029 23:10:58,2018-361T00:58:59.363Z,744.9457,2.0,282.6248,0.2
599144325.000,599144311.522,00030M00:00:31.346,00029 23:10:59,2018-361T00:58:59.863Z,744.9483,2.0,,
599144325.500,599144312.022,00030M00:00:31.832,00029 23:10:59,2018-361T00:59:00.363Z,744.9515,2.0,,
599144326.000,599144312.522,00030M00:00:32.319,00029 23:11:00,2018-361T00:59:00.863Z,744.9855,2.0,,
599144326.500,599144313.022,00030M00:00:32.806,00029 23:11:00,2018-361T00:59:01.363Z,744.9542,2.0,,
599144327.000,599144313.522,00030M00:00:33.292,00029 23:11:01,2018-361T00:59:01.863Z,744.9410,2.0,,
599144327.500,599144314.022,00030M00:00:33.779,00029 23:11:01,2018-361T00:59:02.363Z,744.9717,2.0,,
599144328.000,599144314.522,00030M00:00:34.265,00029 23:11:02,2018-361T00:59:02.863Z,744.9645,2.0,,
599144328.500,599144315.022,00030M00:00:34.752,00029 23:11:02,2018-361T00:59:03.363Z,744.9760,2.0,,
599144329.000,599144315.522,00030M00:00:35.239,00029 23:11:03,2018-361T00:59:03.863Z,744.9886,2.0,,
599144329.500,599144316.022,00030M00:00:35.725,00029 23:11:03,2018-361T00:59:04.363Z,744.9745,2.0,282.6232,0.2
599144330.000,599144316.522,00030M00:00:36.212,00029 23:11:04,2018-361T00:59:04.863Z,744.9710,2.0,,
599144330.500,599144317.022,00030M00:00:36.699,00029 23:11:04,2018-361T00:59:05.363Z,744.9660,2.0,,
599144331.000,599144317.522,00030M00:00:37.185,00029 23:11:05,2018-361T00:59:05.863Z,744.9639,2.0,,
599144331.500,599144318.022,00030M00:00:37.672,00029 23:11:05,2018-361T00:59:06.363Z,744.9624,2.0,,
599144332.000,599144318.522,00030M00:00:38.158,00029 23:11:06,2018-361T00:59:06.863Z,744.9661,2.0,,
599144332.500,599144319.022,00030M00:00:38.645,00029 23:11:06,2018-361T00:59:07.363Z,744.9775,2.0,,
599144333.000,599144319.522,00030M00:00:39.132,00029 23:11:07,2018-361T00:59:07.863Z,744.9940,2.0,,
599144333.500,599144320.022,00030M00:00:39.618,00029 23:11:07,2018-361T00:59:08.363Z,744.9765,2.0,,
599144334.000,599144320.522,00030M00:00:40.105,00029 23:11:08,2018-361T00:59:08.863Z,744.9619,2.0,,
599144334.500,599144321.022,00030M00:00:40.592,00029 23:11:08,2018-361T00:59:09.363Z,744.9996,2.0,282.6209,0.2
599144335.000,599144321.522,00030M00:00:41.078,00029 23:11:09,2018-361T00:59:09.863Z,744.9949,2.0,,
599144335.500,599144322.022,00030M00:00:41.565,00029 23:11:09,2018-361T00:59:10.363Z,744.9793,2.0,,
599144336.000,599144322.522,00030M00:00:42.051,00029 23:11:10,2018-361T00:59:10.863Z,744.9888,2.0,,
599144336.500,599144323.022,00030M00:00:42.538,00029 23:11:10,2018-361T00:59:11.363Z,744.9863,2.0,,
599144337.000,599144323.522,00030M00:00:43.025,00029 23:11:11,2018-361T00:59:11.863Z,744.9837,2.0,,
599144337.500,599144324.022,00030M00:00:43.511,00029 23:11:11,2018-361T00:59:12.363Z,744.9781,2.0,,
599144338.000,599144324.522,00030M00:00:43.998,00029 23:11:12,2018-361T00:59:12.863Z,744.9988,2.0,,
599144338.500,599144325.022,00030M00:00:44.485,00029 23:11:12,2018-361T00:59:13.363Z,744.9871,2.0,,
599144339.000,599144325.522,00030M00:00:44.971,00029 23:11:13,2018-361T00:59:13.863Z,744.9524,2.0,,
599144339.500,599144326.022,00030M00:00:45.458,00029 23:11:13,2018-361T00:59:14.363Z,744.9689,2.0,282.6190,0.2
599144340.000,599144326.521,00030M00:00:45.943,00029 23:11:14,2018-361T00:59:14.862Z,744.9686,2.0,,
599144340.500,599144327.021,00030M00:00:46.430,00029 23:11:14,2018-361T00:59:15.362Z,744.9787,2.0,,
599144341.000,599144327.521,00030M00:00:46.917,00029 23:11:14,2018-361T00:59:15.862Z,744.9799,2.0,,
599144341.500,599144328.021,00030M00:00:47.403,00029 23:11:15,2018-361T00:59:16.362Z,744.9643,2.0,,
599144342.000,599144328.521,00030M00:00:47.890,00029 23:11:15,2018-361T00:59:16.862Z,744.9965,2.0,,
599144342.500,599144329.021,00030M00:00:48.377,00029 23:11:16,2018-361T00:59:17.362Z,744.9831,2.0,,
599144343.000,599144329.521,00030M00:00:48.863,00029 23:11:16,2018-361T00:59:17.862Z,744.9653,2.0,,
599144343.500,599144330.021,00030M00:00:49.350,00029 23:11:17,2018-361T00:59:18.362Z,744.9867,2.0,,
599144344.000,599144330.521,00030M00:00:49.836,00029 23:11:17,2018-361T00:59:18.862Z,744.9840,2.0,,
599144344.500,599144331.021,00030M00:00:50.323,00029 23:11:18,2018-361T00:59:19.362Z,744.9818,2.0,282.6170,0.2
599144345.000,599144331.521,00030M00:00:50.810,00029 23:11:18,2018-361T00:59:19.862Z,744.9753,2.0,,
599144345.500,599144332.021,00030M00:00:51.296,00029 23:11:19,2018-361T00:59:20.362Z,744.9626,2.0,,
599144346.000,599144332.521,00030M00:00:51.783,00029 23:11:19,2018-361T00:59:20.862Z,744.9570,2.0,,
599144346.500,599144333.021,00030M00:00:52.270,00029 23:11:20,2018-361T00:59:21.362Z,744.9796,2.0,,
599144347.000,599144333.521,00030M00:00:52.756,00029 23:11:20,2018-361T00:59:21.862Z,744.9950,2.0,,
599144347.500,599144334.021,00030M00:00:53.243,00029 23:11:21,2018-361T00:59:22.362Z,744.9809,2.0,,
599144348.000,599144334.521,00030M00:00:53.729,00029 23:11:21,2018-361T00:59:22.862Z,744.9754,2.0,,
599144348.500,599144335.021,00030M00:00:54.216,00029 23:11:22,2018-361T00:59:23.362Z,744.9489,2.0,,
599144349.000,599144335.521,00030M00:00:54.703,00029 23:11:22,2018-361T00:59:23.862Z,744.9607,2.0,,
599144349.500,599144336.021,00030M00:00:55.189,00029 23:11:23,2018-361T00:59:24.362Z,744.9820,2.0,282.6149,0.2
599144350.000,599144336.521,00030M00:00:55.676,00029 23:11:23,2018-361T00:59:24.862Z,744.9642,2.0,,
599144350.500,599144337.021,00030M00:00:56.163,00029 23:11:24,2018-361T00:59:25.362Z,744.9914,2.0,,
599144351.000,599144337.521,00030M00:00:56.649,00029 23:11:24,2018-361T00:59:25.862Z,744.9864,2.0,,
599144351.500,599144338.021,00030M00:00:57.136,00029 23:11:25,2018-361T00:59:26.362Z,744.9702,2.0,,
599144352.000,599144338.521,00030M00:00:57.622,00029 23:11:25,2018-361T00:59:26.862Z,744.9919,2.0,,
599144352.500,599144339.021,00030M00:00:58.109,00029 23:11:26,2018-361T00:59:27.362Z,744.9912,2.0,,
599144353.000,599144339.521,00030M00:00:58.596,00029 23:11:26,2018-361T00:59:27.862Z,744.9888,2.0,,
599144353.500,599144340.021,00030M00:00:59.082,00029 23:11:27,2018-361T00:59:28.362Z,744.9654,2.0,,
599144354.000,599144340.521,00030M00:00:59.569,00029 23:11:27,2018-361T00:59:28.862Z,744.9553,2.0,,
599144354.500,599144341.021,00030M00:01:00.056,00029 23:11:28,2018-361T00:59:29.362Z,744.9783,2.0,282.6134,0.2
599144355.000,599144341.521,00030M00:01:00.542,00029 23:11:28,2018-361T00:59:29.862Z,745.0003,2.0,,
599144355.500,599144342.021,00030M00:01:01.029,00029 23:11:29,2018-361T00:59:30.362Z,744.9910,2.0,,
599144356.000,599144342.521,00030M00:01:01.515,00029 23:11:29,2018-361T00:59:30.862Z,744.9776,2.0,,
599144356.500,599144343.021,00030M00:01:02.002,00029 23:11:30,2018-361T00:59:31.362Z,744.9864,2.0,,
599144357.000,599144343.521,00030M00:01:02.489,00029 23:11:30,2018-361T00:59:31.862Z,744.9660,2.0,,
599144357.500,599144344.021,00030M00:01:02.975,00029 23:11:31,2018-361T00:59:32.362Z,744.9926,2.0,,
599144358.000,599144344.521,00030M00:01:03.462,00029 23:11:31,2018-361T00:59:32.862Z,745.0057,2.0,,
599144358.500,599144345.021,00030M00:01:03.948,00029 23:11:32,2018-361T00:59:33.362Z,744.9916,2.0,,
599144359.000,599144345.521,00030M00:01:04.435,00029 23:11:32,2018-361T00:59:33.862Z,745.0112,2.0,,
599144359.500,599144346.021,00030M00:01:04.922,00029 23:11:32,2018-361T00:59:34.362Z,744.9724,2.0,282.6115,0.2
599144360.000,599144346.521,00030M00:01:05.408,00029 23:11:33,2018-361T00:59:34.862Z,744.9466,2.0,,
599144360.500,599144347.021,00030M00:01:05.895,00029 23:11:33,2018-361T00:59:35.362Z,744.9497,2.0,,
599144361.000,599144347.521,00030M00:01:06.382,00029 23:11:34,2018-361T00:59:35.862Z,744.9598,2.0,,
599144361.500,599144348.021,00030M00:01:06.868,00029 23:11:34,2018-361T00:59:36.362Z,744.9725,2.0,,
599144362.000,599144348.521,00030M00:01:07.355,00029 23:11:35,2018-361T00:59:36.862Z,744.9688,2.0,,
599144362.500,599144349.021,00030M00:01:07.841,00029 23:11:35,2018-361T00:59:37.362Z,744.9840,2.0,,
599144363.000,599144349.521,00030M00:01:08.328,00029 23:11:36,2018-361T00:59:37.862Z,744.9733,2.0,,
599144363.500,599144350.021,00030M00:01:08.815,00029 23:11:36,2018-361T00:59:38.362Z,744.9704,2.0,,
599144364.000,599144350.521,00030M00:01:09.301,00029 23:11:37,2018-361T00:59:38.862Z,744.9769,2.0,,
599144364.500,599144351.021,00030M00:01:09.788,00029 23:11:37,2018-361T00:59:39.362Z,744.9787,2.0,282.6092,0.2
599144365.000,599144351.521,00030M00:01:10.275,00029 23:11:38,2018-361T00:59:39.862Z,744.9966,2.0,,
599144365.500,599144352.021,00030M00:01:10.761,00029 23:11:38,2018-361T00:59:40.362Z,744.9930,2.0,,
599144366.000,599144352.521,00030M00:01:11.248,00029 23:11:39,2018-361T00:59:40.862Z,745.0092,2.0,,
599144366.500,599144353.021,00030M00:01:11.734,00029 23:11:39,2018-361T00:59:41.362Z,745.0076,2.0,,
599144367.000,599144353.521,00030M00:01:12.221,00029 23:11:40,2018-361T00:59:41.862Z,744.9827,2.0,,
599144367.500,599144354.021,00030M00:01:12.708,00029 23:11:40,2018-361T00:59:42.362Z,744.9780,2.0,,
599144368.000,599144354.521,00030M00:01:13.194,00029 23:11:41,2018-361T00:59:42.862Z,744.9672,2.0,,
599144368.500,599144355.021,00030M00:01:13.681,00029 23:11:41,2018-361T00:59:43.362Z,744.9825,2.0,,
599144369.000,599144355.521,00030M00:01:14.168,00029 23:11:42,2018-361T00:59:43.862Z,744.9716,2.0,,
599144369.500,599144356.021,00030M00:01:14.654,00029 23:11:42,2018-361T00:59:44.362Z,744.9490,2.0,282.6070,0.2
599144370.000,599144356.521,00030M00:01:15.141,00029 23:11:43,2018-361T00:59:44.862Z,744.9769,2.0,,
599144370.500,599144357.021,00030M00:01:15.627,00029 23:11:43,2018-361T00:59:45.362Z,744.9929,2.0,,
599144371.000,599144357.521,00030M00:01:16.114,00029 23:11:44,2018-361T00:59:45.862Z,744.9957,2.0,,
599144371.500,599144358.021,00030M00:01:16.601,00029 23:11:44,2018-361T00:59:46.362Z,745.0043,2.0,,
599144372.000,599144358.521,00030M00:01:17.087,00029 23:11:45,2018-361T00:59:46.862Z,745.0021,2.0,,
599144372.500,599144359.021,00030M00:01:17.574,00029 23:11:45,2018-361T00:59:47.362Z,744.9988,2.0,,
599144373.000,599144359.521,00030M00:01:18.061,00029 23:11:46,2018-361T00:59:47.862Z,744.9996,2.0,,
599144373.500,599144360.021,00030M00:01:18.547,00029 23:11:46,2018-361T00:59:48.362Z,744.9770,2.0,,
599144374.000,599144360.521,00030M00:01:19.034,00029 23:11:47,2018-361T00:59:48.862Z,744.9663,2.0,,
599144374.500,599144361.021,00030M00:01:19.520,00029 23:11:47,2018-361T00:59:49.362Z,745.0001,2.0,282.6057,0.2
599144375.000,599144361.521,00030M00:01:20.007,00029 23:11:48,2018-361T00:59:49.862Z,745.0154,2.0,,
599144375.500,599144362.021,00030M00:01:20.494,00029 23:11:48,2018-361T00:59:50.362Z,744.9918,2.0,,
599144376.000,599144362.521,00030M00:01:20.980,00029 23:11:49,2018-361T00:59:50.862Z,744.9917,2.0,,
599144376.500,599144363.021,00030M00:01:21.467,00029 23:11:49,2018-361T00:59:51.362Z,745.0070,2.0,,
599144377.000,599144363.521,00030M00:01:21.954,00029 23:11:50,2018-361T00:59:51.862Z,744.9777,2.0,,
599144377.500,599144364.021,00030M00:01:22.440,00029 23:11:50,2018-361T00:59:52.362Z,744.9746,2.0,,
599144378.000,599144364.521,00030M00:01:22.927,00029 23:11:50,2018-361T00:59:52.862Z,744.9953,2.0,,
599144378.500,599144365.021,00030M00:01:23.413,00029 23:11:51,2018-361T00:59:53.362Z,744.9950,2.0,,
599144379.000,599144365.521,00030M00:01:23.900,00029 23:11:51,2018-361T00:59:53.862Z,744.9906,2.0,,
599144379.500,599144366.021,00030M00:01:24.387,00029 23:11:52,2018-361T00:59:54.362Z,744.9870,2.0,282.6042,0.2
599144380.000,599144366.521,00030M00:01:24.873,00029 23:11:52,2018-361T00:59:54.862Z,745.0125,2.0,,
599144380.500,599144367.021,00030M00:01:25.360,00029 23:11:53,2018-361T00:59:55.362Z,744.9884,2.0,,
599144381.000,599144367.521,00030M00:01:25.847,00029 23:11:53,2018-361T00:59:55.862Z,744.9769,2.0,,
599144381.500,599144368.021,00030M00:01:26.333,00029 23:11:54,2018-361T00:59:56.362Z,744.9882,2.0,,
599144382.000,599144368.521,00030M00:01:26.820,00029 23:11:54,2018-361T00:59:56.862Z,744.9786,2.0,,
599144382.500,599144369.021,00030M00:01:27.306,00029 23:11:55,2018-361T00:59:57.362Z,744.9933,2.0,,
599144383.000,599144369.521,00030M00:01:27.793,00029 23:11:55,2018-361T00:59:57.862Z,744.9524,2.0,,
599144383.500,599144370.021,00030M00:01:28.280,00029 23:11:56,2018-361T00:59:58.362Z,744.9804,2.0,,
599144384.000,599144370.521,00030M00:01:28.766,00029 23:11:56,2018-361T00:59:58.862Z,744.9935,2.0,,
599144384.500,599144371.021,00030M00:01:29.253,00029 23:11:57,2018-361T00:59:59.362Z,744.9296,2.0,282.6020,0.2
599144385.000,599144371.521,00030M00:01:29.740,00029 23:11:57,2018-361T00:59:59.862Z,744.9458,2.0,,
599144385.500,599144372.021,00030M00:01:30.226,00029 23:11:58,2018-361T01:00:00.362Z,744.9358,2.0,,
599144386.000,599144372.521,00030M00:01:30.713,00029 23:11:58,2018-361T01:00:00.862Z,744.9417,2.0,,
599144386.500,599144373.021,00030M00:01:31.199,00029 23:11:59,2018-361T01:00:01.362Z,744.9824,2.0,,
599144387.000,599144373.521,00030M00:01:31.686,00029 23:11:59,2018-361T01:00:01.862Z,744.9763,2.0,,
599144387.500,599144374.020,00030M00:01:32.172,00029 23:12:00,2018-361T01:00:02.361Z,744.9635,2.0,,
599144388.000,599144374.520,00030M00:01:32.658,00029 23:12:00,2018-361T01:00:02.861Z,744.9667,2.0,,
599144388.500,599144375.020,00030M00:01:33.145,00029 23:12:01,2018-361T01:00:03.361Z,744.9438,2.0,,
599144389.000,599144375.520,00030M00:01:33.632,00029 23:12:01,2018-361T01:00:03.861Z,744.9280,2.0,,
599144389.500,599144376.020,00030M00:01:34.118,00029 23:12:02,2018-361T01:00:04.361Z,744.9677,2.0,282.6004,0.2
599144390.000,599144376.520,00030M00:01:34.605,00029 23:12:02,2018-361T01:00:04.861Z,744.9856,2.0,,
599144390.500,599144377.020,00030M00:01:35.091,00029 23:12:03,2018-361T01:00:05.361Z,745.0025,2.0,,
599144391.000,599144377.520,00030M00:01:35.578,00029 23:12:03,2018-361T01:00:05.861Z,744.9953,2.0,,
599144391.500,599144378.020,00030M00:01:36.065,00029 23:12:04,2018-361T01:00:06.361Z,744.9690,2.0,,
599144392.000,599144378.520,00030M00:01:36.551,00029 23:12:04,2018-361T01:00:06.861Z,744.9607,2.0,,
599144392.500,599144379.020,00030M00:01:37.038,00029 23:12:05,2018-361T01:00:07.361Z,744.9162,2.0,,
599144393.000,599144379.520,00030M00:01:37.525,00029 23:12:05,2018-361T01:00:07.861Z,744.9246,2.0,,
599144393.500,599144380.020,00030M00:01:38.011,00029 23:12:06,2018-361T01:00:08.361Z,744.9647,2.0,,
599144394.000,599144380.520,00030M00:01:38.498,00029 23:12:06,2018-361T01:00:08.861Z,744.9682,2.0,,
599144394.500,599144381.020,00030M00:01:38.984,00029 23:12:07,2018-361T01:00:09.361Z,744.9557,2.0,282.5987,0.2
599144395.000,599144381.520,00030M00:01:39.471,00029 23:12:07,2018-361T01:00:09.861Z,744.9589,2.0,,
599144395.500,599144382.020,00030M00:01:39.958,00029 23:12:08,2018-361T01:00:10.361Z,744.9807,2.0,,
599144396.000,599144382.520,00030M00:01:40.444,00029 23:12:08,2018-361T01:00:10.861Z,744.9696,2.0,,
599144396.500,599144383.020,00030M00:01:40.931,00029 23:12:08,2018-361T01:00:11.361Z,744.9742,2.0,,
599144397.000,599144383.520,00030M00:01:41.417,00029 23:12:09,2018-361T01:00:11.861Z,744.9548,2.0,,
599144397.500,599144384.020,00030M00:01:41.904,00029 23:12:09,2018-361T01:00:12.361Z,744.9391,2.0,,
599144398.000,599144384.520,00030M00:01:42.391,00029 23:12:10,2018-361T01:00:12.861Z,744.9667,2.0,,
599144398.500,599144385.020,00030M00:01:42.877,00029 23:12:10,2018-361T01:00:13.361Z,744.9657,2.0,,
599144399.000,599144385.520,00030M00:01:43.364,00029 23:12:11,2018-361T01:00:13.861Z,744.9732,2.0,,
599144399.500,599144386.020,00030M00:01:43.851,00029 23:12:11,2018-361T01:00:14.361Z,744.9391,2.0,282.5964,0.2
599144400.000,599144386.520,00030M00:01:44.337,00029 23:12:12,2018-361T01:00:14.861Z,744.9344,2.0,,
599144400.500,599144387.020,00030M00:01:44.824,00029 23:12:12,2018-361T01:00:15.361Z,744.9828,2.0,,
599144401.000,599144387.520,00030M00:01:45.310,00029 23:12:13,2018-361T01:00:15.861Z,744.9695,2.0,,
599144401.500,599144388.020,00030M00:01:45.797,00029 23:12:13,2018-361T01:00:16.361Z,744.9702,2.0,,
599144402.000,599144388.520,00030M00:01:46.284,00029 23:12:14,2018-361T01:00:16.861Z,744.9621,2.0,,
599144402.500,599144389.020,00030M00:01:46.770,00029 23:12:14,2018-361T01:00:17.361Z,744.9543,2.0,,
599144403.000,599144389.520,00030M00:01:47.257,00029 23:12:15,2018-361T01:00:17.861Z,744.9747,2.0,,
599144403.500,599144390.020,00030M00:01:47.744,00029 23:12:15,2018-361T01:00:18.361Z,744.9512,2.0,,
599144404.000,599144390.520,00030M00:01:48.230,00029 23:12:16,2018-361T01:00:18.861Z,744.9339,2.0,,
599144404.500,599144391.020,00030M00:01:48.717,00029 23:12:16,2018-361T01:00:19.361Z,744.9436,2.0,282.5946,0.2
599144405.000,599144391.520,00030M00:01:49.203,00029 23:12:17,2018-361T01:00:19.861Z,744.9545,2.0,,
599144405.500,599144392.020,00030M00:01:49.690,00029 23:12:17,2018-361T01:00:20.361Z,744.9536,2.0,,
599144406.000,599144392.520,00030M00:01:50.177,00029 23:12:18,2018-361T01:00:20.861Z,744.9693,2.0,,
599144406.500,599144393.020,00030M00:01:50.663,00029 23:12:18,2018-361T01:00:21.361Z,744.9768,2.0,,
599144407.000,599144393.520,00030M00:01:51.150,00029 23:12:19,2018-361T01:00:21.861Z,744.9622,2.0,,
599144407.500,599144394.020,00030M00:01:51.637,00029 23:12:19,2018-361T01:00:22.361Z,744.9540,2.0,,
599144408.000,599144394.520,00030M00:01:52.123,00029 23:12:20,2018-361T01:00:22.861Z,744.9142,2.0,,
599144408.500,599144395.020,00030M00:01:52.610,00029 23:12:20,2018-361T01:00:23.361Z,744.9246,2.0,,
599144409.000,599144395.520,00030M00:01:53.096,00029 23:12:21,2018-361T01:00:23.861Z,744.9562,2.0,,
599144409.500,599144396.020,00030M00:01:53.583,00029 23:12:21,2018-361T01:00:24.361Z,744.9604,2.0,282.5933,0.2
599144410.000,599144396.520,00030M00:01:54.070,00029 23:12:22,2018-361T01:00:24.861Z,744.9661,2.0,,
599144410.500,599144397.020,00030M00:01:54.556,00029 23:12:22,2018-361T01:00:25.361Z,744.9530,2.0,,
599144411.000,599144397.520,00030M00:01:55.043,00029 23:12:23,2018-361T01:00:25.861Z,744.9686,2.0,,
