AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
600527329.000,600527316.261,00045M13:53:55.016,00045 13:01:58,2019-012T01:09:06.857Z,6.975,,150.465,1,110,266.209,265.063,263.669,1,1101,7.270,,115.172,1,111,259.659,256.765,250.760,1,1101
600527330.000,600527317.261,00045M13:53:55.989,00045 13:01:59,2019-012T01:09:07.857Z,8.560,,145.455,1,110,266.227,265.095,263.681,1,1101,8.393,,130.389,1,111,259.718,256.766,250.927,1,1101
600527331.000,600527318.261,00045M13:53:56.963,00045 13:02:00,2019-012T01:09:08.857Z,8.245,,165.488,1,110,266.332,265.161,263.641,1,1101,6.151,,135.463,1,111,259.550,256.701,250.856,1,1101
600527332.000,600527319.261,00045M13:53:57.936,00045 13:02:01,2019-012T01:09:09.857Z,8.560,,160.482,1,110,266.280,265.022,263.615,1,1101,6.431,,135.463,1,111,259.731,256.791,250.844,1,1101
600527333.000,600527320.261,00045M13:53:58.909,00045 13:02:02,2019-012T01:09:10.857Z,8.240,,165.488,1,110,266.227,264.871,263.543,1,1101,7.274,,130.389,1,111,259.691,256.784,250.913,1,1101
600527334.000,600527321.261,00045M13:53:59.882,00045 13:02:03,2019-012T01:09:11.857Z,8.230,,150.465,1,110,266.122,264.891,263.431,1,1101,7.550,,135.463,1,111,259.647,256.759,250.857,1,1101
600527335.000,600527322.261,00045M13:54:00.856,00045 13:02:04,2019-012T01:09:12.857Z,8.234,,155.475,1,110,266.245,264.903,263.482,1,1101,8.942,,130.389,1,111,259.712,256.849,250.768,1,1101
600527336.000,600527323.261,00045M13:54:01.829,00045 13:02:05,2019-012T01:09:13.857Z,8.859,,150.465,1,110,266.181,264.911,263.378,1,1101,7.547,,130.389,1,111,259.673,256.766,250.800,1,1101
600527337.000,600527324.261,00045M13:54:02.802,00045 13:02:06,2019-012T01:09:14.857Z,9.170,,150.465,1,110,266.273,264.865,263.306,1,1101,8.382,,130.389,1,111,259.654,256.836,250.755,1,1101
600527338.000,600527325.261,00045M13:54:03.775,00045 13:02:07,2019-012T01:09:15.857Z,7.273,,150.465,1,110,266.194,264.845,263.299,1,1101,8.100,,135.463,1,111,259.646,256.822,250.709,1,1101
