AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
605624879.000,605624865.094,00103M00:00:03.328,00102 23:14:09,2019-071T01:08:23.885Z,,,,,,,,,,,2.272,,300.547,0.1,100,196.781,195.878,193.960,0.1,1000
605624884.000,605624870.094,00103M00:00:08.194,00102 23:14:14,2019-071T01:08:28.885Z,5.485,,295.386,0.1,101,199.817,197.097,193.064,0.1,1000,,,,,,,,,,
605624889.000,605624875.094,00103M00:00:13.060,00102 23:14:19,2019-071T01:08:33.885Z,,,,,,,,,,,2.433,,295.595,0.1,100,196.737,195.909,193.923,0.1,1000
605624894.000,605624880.094,00103M00:00:17.926,00102 23:14:24,2019-071T01:08:38.885Z,5.809,,295.386,0.1,101,199.972,197.058,193.071,0.1,1000,,,,,,,,,,
605624899.000,605624885.093,00103M00:00:22.792,00102 23:14:29,2019-071T01:08:43.884Z,,,,,,,,,,,2.109,,310.450,0.1,100,196.825,195.928,193.904,0.1,1000
605624904.000,605624890.093,00103M00:00:27.658,00102 23:14:34,2019-071T01:08:48.884Z,5.972,,305.408,0.1,101,199.779,197.097,193.116,0.1,1000,,,,,,,,,,
605624909.000,605624895.093,00103M00:00:32.524,00102 23:14:38,2019-071T01:08:53.884Z,,,,,,,,,,,2.432,,295.595,0.1,100,196.831,195.865,193.898,0.1,1000
605624914.000,605624900.093,00103M00:00:37.390,00102 23:14:43,2019-071T01:08:58.884Z,5.968,,295.386,0.1,101,199.946,197.020,193.052,0.1,1000,,,,,,,,,,
605624919.000,605624905.093,00103M00:00:42.256,00102 23:14:48,2019-071T01:09:03.884Z,,,,,,,,,,,2.108,,295.595,0.1,100,196.957,195.909,193.898,0.1,1000
605624924.000,605624910.093,00103M00:00:47.123,00102 23:14:53,2019-071T01:09:08.884Z,6.293,,295.386,0.1,101,199.785,196.955,193.084,0.1,1000,,,,,,,,,,
