AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
605713654.000,605713638.288,00104M00:00:01.470,00103 23:14:23,2019-072T01:47:57.220Z,6.322,,295.386,0.1,101,199.930,197.167,193.327,0.1,1000,,,,,,,,,,
605713660.000,605713644.287,00104M00:00:07.308,00103 23:14:29,2019-072T01:48:03.219Z,,,,,,,,,,,2.442,,300.547,0.1,100,196.980,195.994,194.077,0.1,1000
605713664.000,605713648.287,00104M00:00:11.201,00103 23:14:33,2019-072T01:48:07.219Z,5.190,,290.377,0.1,101,200.106,197.245,193.354,0.1,1000,,,,,,,,,,
605713670.000,605713654.287,00104M00:00:17.041,00103 23:14:39,2019-072T01:48:13.219Z,,,,,,,,,,,2.603,,295.595,0.1,100,196.949,195.932,194.027,0.1,1000
605713674.000,605713658.287,00104M00:00:20.934,00103 23:14:43,2019-072T01:48:17.219Z,4.860,,295.386,0.1,101,200.119,197.239,193.270,0.1,1000,,,,,,,,,,
605713680.000,605713664.287,00104M00:00:26.773,00103 23:14:48,2019-072T01:48:23.219Z,,,,,,,,,,,2.278,,295.595,0.1,100,196.873,195.944,194.046,0.1,1000
605713684.000,605713668.287,00104M00:00:30.666,00103 23:14:52,2019-072T01:48:27.219Z,5.672,,290.377,0.1,101,199.926,197.187,193.296,0.1,1000,,,,,,,,,,
605713690.000,605713674.287,00104M00:00:36.506,00103 23:14:58,2019-072T01:48:33.219Z,,,,,,,,,,,2.116,,310.450,0.1,100,197.007,195.996,194.053,0.1,1000
605713694.000,605713678.287,00104M00:00:40.399,00103 23:15:02,2019-072T01:48:37.219Z,5.346,,295.386,0.1,101,200.022,197.213,193.264,0.1,1000,,,,,,,,,,
605713700.000,605713684.287,00104M00:00:46.238,00103 23:15:08,2019-072T01:48:43.219Z,,,,,,,,,,,2.114,,295.595,0.1,100,196.810,195.957,193.971,0.1,1000
605713704.000,605713688.287,00104M00:00:50.131,00103 23:15:12,2019-072T01:48:47.219Z,5.997,,285.369,0.1,101,200.067,197.194,193.290,0.1,1000,,,,,,,,,,
605713710.000,605713694.287,00104M00:00:55.971,00103 23:15:18,2019-072T01:48:53.219Z,,,,,,,,,,,2.115,,295.595,0.1,100,196.873,195.963,194.033,0.1,1000
605713714.000,605713698.286,00104M00:00:59.863,00103 23:15:21,2019-072T01:48:57.218Z,4.709,,285.529,0.1,101,199.958,197.162,193.309,0.1,1000,,,,,,,,,,
605713720.000,605713704.286,00104M00:01:05.702,00103 23:15:27,2019-072T01:49:03.218Z,,,,,,,,,,,2.440,,300.547,0.1,100,197.012,195.907,193.989,0.1,1000
605713724.000,605713708.286,00104M00:01:09.595,00103 23:15:31,2019-072T01:49:07.218Z,5.183,,285.369,0.1,101,199.984,197.123,193.225,0.1,1000,,,,,,,,,,
605713730.000,605713714.286,00104M00:01:15.435,00103 23:15:37,2019-072T01:49:13.218Z,,,,,,,,,,,2.440,,295.595,0.1,100,196.906,196.014,194.016,0.1,1000
605713734.000,605713718.286,00104M00:01:19.327,00103 23:15:41,2019-072T01:49:17.218Z,5.666,,295.386,0.1,101,199.951,197.123,193.206,0.1,1000,,,,,,,,,,
605713740.000,605713724.286,00104M00:01:25.167,00103 23:15:47,2019-072T01:49:23.218Z,,,,,,,,,,,2.276,,295.595,0.1,100,197.013,195.964,193.972,0.1,1000
605713744.000,605713728.286,00104M00:01:29.060,00103 23:15:51,2019-072T01:49:27.218Z,5.516,,285.529,0.1,101,199.964,197.162,193.245,0.1,1000,,,,,,,,,,
605713750.000,605713734.286,00104M00:01:34.899,00103 23:15:56,2019-072T01:49:33.218Z,,,,,,,,,,,2.440,,295.595,0.1,100,196.900,195.945,194.009,0.1,1000
605713754.000,605713738.286,00104M00:01:38.792,00103 23:16:00,2019-072T01:49:37.218Z,5.182,,290.377,0.1,101,199.979,197.189,193.227,0.1,1000,,,,,,,,,,
605713760.000,605713744.286,00104M00:01:44.632,00103 23:16:06,2019-072T01:49:43.218Z,,,,,,,,,,,2.765,,295.595,0.1,100,196.898,195.957,193.996,0.1,1000
605713764.000,605713748.285,00104M00:01:48.524,00103 23:16:10,2019-072T01:49:47.217Z,5.017,,295.386,0.1,101,199.940,197.182,193.194,0.1,1000,,,,,,,,,,
605713770.000,605713754.285,00104M00:01:54.363,00103 23:16:16,2019-072T01:49:53.217Z,,,,,,,,,,,2.602,,300.547,0.1,100,196.811,195.927,193.991,0.1,1000
605713774.000,605713758.285,00104M00:01:58.256,00103 23:16:20,2019-072T01:49:57.217Z,5.343,,290.377,0.1,101,200.125,197.220,193.219,0.1,1000,,,,,,,,,,
605713780.000,605713764.285,00104M00:02:04.096,00103 23:16:26,2019-072T01:50:03.217Z,,,,,,,,,,,2.115,,295.595,0.1,100,196.900,195.933,194.047,0.1,1000
605713784.000,605713768.285,00104M00:02:07.989,00103 23:16:30,2019-072T01:50:07.217Z,4.533,,295.386,0.1,101,200.024,197.163,193.220,0.1,1000,,,,,,,,,,
605713790.000,605713774.285,00104M00:02:13.828,00103 23:16:35,2019-072T01:50:13.217Z,,,,,,,,,,,2.278,,295.595,0.1,100,196.837,195.933,194.078,0.1,1000
605713794.000,605713778.285,00104M00:02:17.721,00103 23:16:39,2019-072T01:50:17.217Z,5.663,,295.386,0.1,101,199.867,197.084,193.174,0.1,1000,,,,,,,,,,
605713800.000,605713784.285,00104M00:02:23.561,00103 23:16:45,2019-072T01:50:23.217Z,,,,,,,,,,,2.439,,295.595,0.1,100,196.813,195.922,194.004,0.1,1000
605713804.000,605713788.285,00104M00:02:27.454,00103 23:16:49,2019-072T01:50:27.217Z,6.002,,285.529,0.1,101,199.932,197.187,193.238,0.1,1000,,,,,,,,,,
605713810.000,605713794.285,00104M00:02:33.293,00103 23:16:55,2019-072T01:50:33.217Z,,,,,,,,,,,3.088,,290.643,0.1,100,196.830,195.914,193.984,0.1,1000
605713814.000,605713798.285,00104M00:02:37.186,00103 23:16:59,2019-072T01:50:37.217Z,5.013,,295.386,0.1,101,199.880,197.117,193.116,0.1,1000,,,,,,,,,,
605713820.000,605713804.284,00104M00:02:43.025,00103 23:17:05,2019-072T01:50:43.216Z,,,,,,,,,,,2.277,,290.643,0.1,100,196.937,195.958,194.034,0.1,1000
