AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
603760598.000,603760588.380,00082M00:00:03.771,00081 23:09:42,2019-049T11:17:04.217Z,4.356,,280.363,0.1,101,200.149,196.874,191.955,0.1,1000,,,,,,,,,,
603760600.000,603760590.380,00082M00:00:05.718,00081 23:09:44,2019-049T11:17:06.217Z,,,,,,,,,,,2.276,,295.595,0.1,100,197.072,195.974,193.067,0.1,1000
603760608.000,603760598.380,00082M00:00:13.504,00081 23:09:52,2019-049T11:17:14.217Z,4.834,,285.369,0.1,101,200.186,196.905,191.857,0.1,1000,,,,,,,,,,
603760610.000,603760600.380,00082M00:00:15.450,00081 23:09:54,2019-049T11:17:16.217Z,,,,,,,,,,,2.436,,290.643,0.1,100,196.951,195.947,192.997,0.1,1000
603760618.000,603760608.380,00082M00:00:23.236,00081 23:10:02,2019-049T11:17:24.217Z,4.996,,285.369,0.1,101,200.217,196.943,191.875,0.1,1000,,,,,,,,,,
603760620.000,603760610.380,00082M00:00:25.183,00081 23:10:04,2019-049T11:17:26.217Z,,,,,,,,,,,2.112,,295.595,0.1,100,197.021,195.917,192.998,0.1,1000
603760628.000,603760618.380,00082M00:00:32.969,00081 23:10:12,2019-049T11:17:34.217Z,4.028,,285.369,0.1,101,200.017,196.910,191.856,0.1,1000,,,,,,,,,,
603760630.000,603760620.380,00082M00:00:34.915,00081 23:10:14,2019-049T11:17:36.217Z,,,,,,,,,,,2.112,,295.595,0.1,100,197.084,195.911,192.992,0.1,1000
603760638.000,603760628.380,00082M00:00:42.701,00081 23:10:21,2019-049T11:17:44.217Z,4.190,,290.377,0.1,101,200.154,196.924,191.883,0.1,1000,,,,,,,,,,
603760640.000,603760630.379,00082M00:00:44.647,00081 23:10:23,2019-049T11:17:46.216Z,,,,,,,,,,,2.113,,295.595,0.1,100,197.084,195.892,193.036,0.1,1000
603760648.000,603760638.379,00082M00:00:52.433,00081 23:10:31,2019-049T11:17:54.216Z,4.190,,285.369,0.1,101,200.148,196.924,191.870,0.1,1000,,,,,,,,,,
603760650.000,603760640.379,00082M00:00:54.379,00081 23:10:33,2019-049T11:17:56.216Z,,,,,,,,,,,2.110,,290.643,0.1,100,196.947,195.868,192.962,0.1,1000
603760658.000,603760648.379,00082M00:01:02.165,00081 23:10:41,2019-049T11:18:04.216Z,4.029,,285.369,0.1,101,200.199,196.950,191.877,0.1,1000,,,,,,,,,,
603760660.000,603760650.379,00082M00:01:04.112,00081 23:10:43,2019-049T11:18:06.216Z,,,,,,,,,,,1.947,,290.643,0.1,100,196.955,195.907,192.888,0.1,1000
603760668.000,603760658.379,00082M00:01:11.898,00081 23:10:51,2019-049T11:18:14.216Z,4.025,,290.377,0.1,101,200.199,196.976,191.787,0.1,1000,,,,,,,,,,
603760670.000,603760660.379,00082M00:01:13.844,00081 23:10:52,2019-049T11:18:16.216Z,,,,,,,,,,,1.946,,290.643,0.1,100,196.936,195.863,192.869,0.1,1000
603760678.000,603760668.379,00082M00:01:21.630,00081 23:11:00,2019-049T11:18:24.216Z,4.676,,280.363,0.1,101,200.251,196.982,191.896,0.1,1000,,,,,,,,,,
603760680.000,603760670.379,00082M00:01:23.577,00081 23:11:02,2019-049T11:18:26.216Z,,,,,,,,,,,2.435,,290.643,0.1,100,196.955,195.851,192.963,0.1,1000
603760688.000,603760678.379,00082M00:01:31.363,00081 23:11:10,2019-049T11:18:34.217Z,3.544,,290.377,0.1,101,200.219,196.937,191.851,0.1,1000,,,,,,,,,,
603760690.000,603760680.379,00082M00:01:33.309,00081 23:11:12,2019-049T11:18:36.217Z,,,,,,,,,,,2.110,,295.595,0.1,100,196.880,195.802,192.939,0.1,1000
603760698.000,603760688.378,00082M00:01:41.094,00081 23:11:20,2019-049T11:18:44.216Z,4.191,,285.369,0.1,101,200.315,197.002,191.896,0.1,1000,,,,,,,,,,
603760700.000,603760690.378,00082M00:01:43.040,00081 23:11:22,2019-049T11:18:46.216Z,,,,,,,,,,,1.949,,290.643,0.1,100,196.974,195.807,192.982,0.1,1000
603760708.000,603760698.378,00082M00:01:50.826,00081 23:11:29,2019-049T11:18:54.216Z,4.028,,290.377,0.1,101,200.212,196.963,191.870,0.1,1000,,,,,,,,,,
603760710.000,603760700.378,00082M00:01:52.773,00081 23:11:31,2019-049T11:18:56.216Z,,,,,,,,,,,2.110,,285.690,0.1,100,196.885,195.794,192.982,0.1,1000
603760718.000,603760708.378,00082M00:02:00.559,00081 23:11:39,2019-049T11:19:04.216Z,4.672,,290.377,0.1,101,200.257,197.002,191.851,0.1,1000,,,,,,,,,,
603760720.000,603760710.378,00082M00:02:02.505,00081 23:11:41,2019-049T11:19:06.216Z,,,,,,,,,,,2.112,,315.401,0.1,100,196.817,195.789,192.958,0.1,1000
603760728.000,603760718.378,00082M00:02:10.291,00081 23:11:49,2019-049T11:19:14.216Z,4.191,,290.377,0.1,101,200.264,197.034,191.902,0.1,1000,,,,,,,,,,
603760730.000,603760720.378,00082M00:02:12.238,00081 23:11:51,2019-049T11:19:16.216Z,,,,,,,,,,,1.948,,290.643,0.1,100,197.038,195.808,192.977,0.1,1000
603760738.000,603760728.378,00082M00:02:20.024,00081 23:11:59,2019-049T11:19:24.216Z,4.673,,290.377,0.1,101,200.154,197.021,191.883,0.1,1000,,,,,,,,,,
603760740.000,603760730.378,00082M00:02:21.970,00081 23:12:01,2019-049T11:19:26.216Z,,,,,,,,,,,2.111,,295.595,0.1,100,196.875,195.853,192.984,0.1,1000
603760748.000,603760738.378,00082M00:02:29.756,00081 23:12:08,2019-049T11:19:34.216Z,4.190,,290.377,0.1,101,200.175,197.009,191.871,0.1,1000,,,,,,,,,,
603760750.000,603760740.378,00082M00:02:31.703,00081 23:12:10,2019-049T11:19:36.216Z,,,,,,,,,,,2.111,,295.595,0.1,100,196.919,195.753,192.978,0.1,1000
603760758.000,603760748.377,00082M00:02:39.488,00081 23:12:18,2019-049T11:19:44.215Z,3.547,,290.377,0.1,101,200.167,197.002,191.921,0.1,1000,,,,,,,,,,
603760760.000,603760750.377,00082M00:02:41.434,00081 23:12:20,2019-049T11:19:46.215Z,,,,,,,,,,,2.112,,290.643,0.1,100,196.788,195.754,193.017,0.1,1000
603760768.000,603760758.377,00082M00:02:49.220,00081 23:12:28,2019-049T11:19:54.215Z,4.191,,295.386,0.1,101,199.919,197.030,191.918,0.1,1000,,,,,,,,,,
603760770.000,603760760.377,00082M00:02:51.167,00081 23:12:30,2019-049T11:19:56.215Z,,,,,,,,,,,2.110,,295.595,0.1,100,196.877,195.773,192.936,0.1,1000
603760778.000,603760768.377,00082M00:02:58.953,00081 23:12:38,2019-049T11:20:04.215Z,4.028,,295.386,0.1,101,200.130,197.003,191.865,0.1,1000,,,,,,,,,,
603760780.000,603760770.377,00082M00:03:00.899,00081 23:12:40,2019-049T11:20:06.215Z,,,,,,,,,,,1.948,,290.643,0.1,100,196.858,195.729,192.961,0.1,1000
603760788.000,603760778.377,00082M00:03:08.685,00081 23:12:47,2019-049T11:20:14.215Z,3.868,,290.377,0.1,101,200.111,196.939,191.884,0.1,1000,,,,,,,,,,
603760790.000,603760780.377,00082M00:03:10.632,00081 23:12:49,2019-049T11:20:16.215Z,,,,,,,,,,,2.111,,295.595,0.1,100,196.821,195.730,192.949,0.1,1000
603760798.000,603760788.377,00082M00:03:18.418,00081 23:12:57,2019-049T11:20:24.215Z,4.677,,285.369,0.1,101,200.169,197.022,191.936,0.1,1000,,,,,,,,,,
603760800.000,603760790.377,00082M00:03:20.364,00081 23:12:59,2019-049T11:20:26.215Z,,,,,,,,,,,2.111,,295.595,0.1,100,196.859,195.761,192.981,0.1,1000
603760808.000,603760798.377,00082M00:03:28.150,00081 23:13:07,2019-049T11:20:34.215Z,4.196,,290.377,0.1,101,200.220,197.048,192.006,0.1,1000,,,,,,,,,,
603760810.000,603760800.376,00082M00:03:30.096,00081 23:13:09,2019-049T11:20:36.214Z,,,,,,,,,,,2.113,,295.595,0.1,100,196.777,195.768,193.037,0.1,1000
603760818.000,603760808.376,00082M00:03:37.882,00081 23:13:17,2019-049T11:20:44.214Z,4.197,,295.386,0.1,101,200.136,196.984,192.058,0.1,1000,,,,,,,,,,
603760820.000,603760810.376,00082M00:03:39.828,00081 23:13:18,2019-049T11:20:46.214Z,,,,,,,,,,,2.436,,290.643,0.1,100,196.797,195.731,193.007,0.1,1000
603760828.000,603760818.376,00082M00:03:47.614,00081 23:13:26,2019-049T11:20:54.214Z,4.040,,295.386,0.1,101,200.136,197.029,192.148,0.1,1000,,,,,,,,,,
603760830.000,603760820.376,00082M00:03:49.561,00081 23:13:28,2019-049T11:20:56.214Z,,,,,,,,,,,1.950,,295.595,0.1,100,196.873,195.744,193.032,0.1,1000
