AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
603809252.000,603809241.324,00082M13:09:15.050,00082 12:18:59,2019-050T00:47:57.242Z,4.442,,305.499,1,111,261.610,257.026,248.702,1,1101,6.745,,10.196,1,111,262.694,258.634,249.689,1,1101
603809253.000,603809242.324,00082M13:09:16.023,00082 12:19:00,2019-050T00:47:58.242Z,3.885,,305.499,1,111,261.544,256.973,248.643,1,1101,7.309,,5.217,1,111,262.752,258.660,249.689,1,1101
603809254.000,603809243.324,00082M13:09:16.997,00082 12:19:01,2019-050T00:47:59.242Z,3.889,,320.353,1,111,261.602,257.149,248.759,1,1101,7.029,,5.217,1,111,262.694,258.558,249.702,1,1101
603809255.000,603809244.324,00082M13:09:17.970,00082 12:19:02,2019-050T00:48:00.242Z,3.607,,305.499,1,111,261.500,257.001,248.625,1,1101,7.025,,5.217,1,111,262.655,258.673,249.631,1,1101
603809256.000,603809245.324,00082M13:09:18.943,00082 12:19:03,2019-050T00:48:01.242Z,3.625,,325.455,1,111,261.518,257.111,248.839,1,1101,7.030,,5.217,1,111,262.617,258.583,249.734,1,1101
603809257.000,603809246.324,00082M13:09:19.916,00082 12:19:04,2019-050T00:48:02.242Z,3.629,,325.380,1,111,261.538,257.039,248.708,1,1101,7.033,,5.217,1,111,262.681,258.577,249.772,1,1101
603809258.000,603809247.324,00082M13:09:20.890,00082 12:19:05,2019-050T00:48:03.242Z,5.298,,345.488,1,111,261.625,257.145,248.755,1,1101,7.870,,5.217,1,111,262.700,258.570,249.670,1,1101
603809259.000,603809248.324,00082M13:09:21.863,00082 12:19:06,2019-050T00:48:04.242Z,3.882,,345.114,1,111,261.564,257.072,248.669,1,1101,8.430,,5.217,1,111,262.649,258.346,249.631,1,1101
603809260.000,603809249.324,00082M13:09:22.836,00082 12:19:07,2019-050T00:48:05.242Z,3.627,,345.302,1,111,261.544,256.881,248.636,1,1101,7.517,,9.901,1,111,262.694,258.410,249.516,1,1101
603809261.000,603809250.324,00082M13:09:23.809,00082 12:19:08,2019-050T00:48:06.242Z,3.881,,345.114,1,111,261.451,257.051,248.642,1,1101,8.066,,14.864,1,111,262.687,258.481,249.497,1,1101
