AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
605180995.000,605180989.518,00098M00:00:03.272,00097 23:12:55,2019-065T21:50:27.608Z,,,,,,,,,,,0.480,,135.432,0.1,101,196.390,195.198,191.914,0.1,1000
605181000.000,605180994.518,00098M00:00:08.138,00097 23:13:00,2019-065T21:50:32.608Z,2.217,,270.357,0.1,101,199.690,196.223,190.816,0.1,1000,,,,,,,,,,
605181005.000,605180999.518,00098M00:00:13.004,00097 23:13:05,2019-065T21:50:37.608Z,,,,,,,,,,,,,,0.1,100,196.459,195.192,191.977,0.1,1000
605181010.000,605181004.518,00098M00:00:17.871,00097 23:13:09,2019-065T21:50:42.608Z,3.168,,275.359,0.1,101,199.574,196.236,190.848,0.1,1000,,,,,,,,,,
605181015.000,605181009.518,00098M00:00:22.737,00097 23:13:14,2019-065T21:50:47.608Z,,,,,,,,,,,,,,0.1,100,196.416,195.174,191.916,0.1,1000
605181020.000,605181014.518,00098M00:00:27.603,00097 23:13:19,2019-065T21:50:52.608Z,2.692,,275.359,0.1,101,199.619,196.294,190.810,0.1,1000,,,,,,,,,,
605181025.000,605181019.518,00098M00:00:32.469,00097 23:13:24,2019-065T21:50:57.608Z,,,,,,,,,,,,,,0.1,100,196.360,195.187,191.897,0.1,1000
605181030.000,605181024.518,00098M00:00:37.335,00097 23:13:29,2019-065T21:51:02.608Z,3.326,,275.359,0.1,101,199.503,196.204,190.836,0.1,1000,,,,,,,,,,
605181035.000,605181029.518,00098M00:00:42.202,00097 23:13:34,2019-065T21:51:07.608Z,,,,,,,,,,,,,,0.1,100,196.442,195.112,191.866,0.1,1000
605181040.000,605181034.518,00098M00:00:47.068,00097 23:13:39,2019-065T21:51:12.608Z,3.327,,280.363,0.1,101,199.561,196.255,190.874,0.1,1000,,,,,,,,,,
605181045.000,605181039.518,00098M00:00:51.934,00097 23:13:43,2019-065T21:51:17.608Z,,,,,,,,,,,,,,0.1,100,196.366,195.143,191.891,0.1,1000
605181050.000,605181044.518,00098M00:00:56.800,00097 23:13:48,2019-065T21:51:22.608Z,2.693,,275.359,0.1,101,199.709,196.165,190.855,0.1,1000,,,,,,,,,,
605181055.000,605181049.518,00098M00:01:01.667,00097 23:13:53,2019-065T21:51:27.608Z,,,,,,,,,,,,,,0.1,100,196.424,195.194,191.936,0.1,1000
605181060.000,605181054.518,00098M00:01:06.533,00097 23:13:58,2019-065T21:51:32.608Z,3.012,,270.357,0.1,101,199.555,196.210,190.919,0.1,1000,,,,,,,,,,
605181065.000,605181059.517,00098M00:01:11.398,00097 23:14:03,2019-065T21:51:37.607Z,,,,,,,,,,,,,,0.1,100,196.191,195.069,191.804,0.1,1000
605181070.000,605181064.517,00098M00:01:16.264,00097 23:14:08,2019-065T21:51:42.607Z,3.326,,275.359,0.1,101,199.553,196.209,190.828,0.1,1000,,,,,,,,,,
605181075.000,605181069.517,00098M00:01:21.131,00097 23:14:13,2019-065T21:51:47.607Z,,,,,,,,,,,,,,0.1,100,196.306,195.077,191.849,0.1,1000
605181080.000,605181074.517,00098M00:01:25.997,00097 23:14:18,2019-065T21:51:52.607Z,3.486,,275.359,0.1,101,199.734,196.209,190.886,0.1,1000,,,,,,,,,,
605181085.000,605181079.517,00098M00:01:30.863,00097 23:14:22,2019-065T21:51:57.607Z,,,,,,,,,,,1.275,,290.643,0.1,100,196.205,195.064,191.887,0.1,1000
605181090.000,605181084.517,00098M00:01:35.729,00097 23:14:27,2019-065T21:52:02.607Z,3.167,,275.359,0.1,101,199.587,196.184,190.836,0.1,1000,,,,,,,,,,
605181095.000,605181089.517,00098M00:01:40.595,00097 23:14:32,2019-065T21:52:07.607Z,,,,,,,,,,,,,,0.1,100,196.192,195.083,191.849,0.1,1000
605181100.000,605181094.517,00098M00:01:45.462,00097 23:14:37,2019-065T21:52:12.607Z,2.693,,275.359,0.1,101,199.639,196.171,190.861,0.1,1000,,,,,,,,,,
605181105.000,605181099.517,00098M00:01:50.328,00097 23:14:42,2019-065T21:52:17.607Z,,,,,,,,,,,,,,0.1,100,196.262,195.133,191.812,0.1,1000
605181110.000,605181104.517,00098M00:01:55.194,00097 23:14:47,2019-065T21:52:22.607Z,2.375,,270.357,0.1,101,199.587,196.171,190.803,0.1,1000,,,,,,,,,,
