AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
604683724.000,604683696.683,00092M09:33:35.091,00092 08:45:11,2019-060T03:42:13.987Z,6.619,,196.108,1,111,223.083,219.651,216.143,1,1101,7.484,,185.492,1,110,228.310,226.932,224.098,1,1101
604683725.000,604683697.683,00092M09:33:36.064,00092 08:45:12,2019-060T03:42:14.987Z,5.740,,210.455,1,111,223.089,219.632,216.189,1,1101,5.945,,175.495,1,111,228.240,226.850,224.187,1,1101
604683726.000,604683698.683,00092M09:33:37.038,00092 08:45:13,2019-060T03:42:15.987Z,6.348,,210.455,1,111,222.992,219.593,216.072,1,1101,5.283,,175.495,1,111,228.221,226.730,224.155,1,1101
604683727.000,604683699.683,00092M09:33:38.011,00092 08:45:14,2019-060T03:42:16.987Z,5.731,,210.455,1,111,223.104,219.646,216.015,1,1101,5.722,,175.495,1,111,228.298,226.501,224.123,1,1101
604683728.000,604683700.683,00092M09:33:38.984,00092 08:45:15,2019-060T03:42:17.987Z,5.739,,210.455,1,111,223.050,219.619,216.163,1,1101,4.633,,180.495,1,110,228.293,226.712,224.365,1,1101
604683729.000,604683701.683,00092M09:33:39.957,00092 08:45:16,2019-060T03:42:18.987Z,5.614,,191.084,1,111,223.091,219.808,216.209,1,1101,5.728,,175.495,1,111,228.355,226.799,224.244,1,1101
604683730.000,604683702.683,00092M09:33:40.931,00092 08:45:17,2019-060T03:42:19.987Z,6.234,,196.108,1,111,223.044,219.781,216.422,1,1101,6.383,,180.495,1,110,228.322,226.798,224.122,1,1101
604683731.000,604683703.683,00092M09:33:41.904,00092 08:45:18,2019-060T03:42:20.987Z,6.019,,191.084,1,111,223.135,219.885,216.286,1,1101,6.822,,180.495,1,110,228.406,226.774,224.092,1,1101
604683732.000,604683704.683,00092M09:33:42.877,00092 08:45:18,2019-060T03:42:21.987Z,6.625,,191.084,1,111,223.076,219.846,216.351,1,1101,5.944,,180.495,1,110,228.422,226.797,224.140,1,1101
604683733.000,604683705.683,00092M09:33:43.850,00092 08:45:19,2019-060T03:42:22.987Z,6.021,,186.053,1,111,223.083,219.774,216.428,1,1101,7.255,,180.495,1,110,228.322,226.614,223.976,1,1101
