AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
603181878.000,603181863.985,00075M11:32:42.621,00075 10:41:26,2019-042T18:31:38.864Z,0.254,,295.595,1,111,246.552,244.320,239.345,1,1101,4.307,,50.752,1,111,254.730,252.339,246.085,1,1101
603181879.000,603181864.985,00075M11:32:43.595,00075 10:41:27,2019-042T18:31:39.864Z,0.508,,330.256,1,111,246.683,244.509,239.378,1,1101,3.759,,35.788,1,111,254.724,252.288,245.958,1,1101
603181880.000,603181865.985,00075M11:32:44.568,00075 10:41:28,2019-042T18:31:40.864Z,0.255,,180.495,1,111,246.576,244.429,239.331,1,1101,3.446,,41.132,1,111,254.710,252.248,245.746,1,1101
603181881.000,603181866.985,00075M11:32:45.541,00075 10:41:29,2019-042T18:31:41.864Z,0.507,,9.901,1,110,246.687,244.560,239.507,1,1101,3.436,,31.141,1,111,254.832,252.165,245.688,1,1101
603181882.000,603181867.985,00075M11:32:46.514,00075 10:41:30,2019-042T18:31:42.864Z,,,,1,110,246.656,244.542,239.345,1,1101,3.440,,31.141,1,111,254.768,252.254,245.835,1,1101
603181883.000,603181868.985,00075M11:32:47.488,00075 10:41:30,2019-042T18:31:43.864Z,0.508,,320.353,1,111,246.701,244.501,239.357,1,1101,3.216,,30.795,1,111,254.729,252.248,245.816,1,1101
603181884.000,603181869.985,00075M11:32:48.461,00075 10:41:31,2019-042T18:31:44.864Z,,,,1,110,246.661,244.469,239.240,1,1101,3.431,,21.125,1,111,254.774,252.286,245.759,1,1101
603181885.000,603181870.985,00075M11:32:49.434,00075 10:41:32,2019-042T18:31:45.864Z,0.761,,320.353,1,111,246.681,244.475,239.181,1,1101,3.468,,75.069,1,111,254.728,252.336,245.553,1,1101
603181886.000,603181871.985,00075M11:32:50.407,00075 10:41:33,2019-042T18:31:46.864Z,0.761,,315.401,1,111,246.653,244.376,239.167,1,1101,3.445,,36.139,1,111,254.819,252.395,245.867,1,1101
603181887.000,603181872.985,00075M11:32:51.381,00075 10:41:34,2019-042T18:31:47.864Z,0.508,,320.353,1,111,246.653,244.448,239.362,1,1101,3.444,,41.132,1,111,254.614,252.325,245.688,1,1101
