AOBT,SCLK,LMST,LTST,UTC,BMY_HORIZONTAL_WIND_SPEED,BMY_VERTICAL_WIND_SPEED,BMY_WIND_DIRECTION,BMY_WIND_FREQUENCY,BMY_WS_OPERATIONAL_FLAGS,BMY_BASE_ROD_TEMP,BMY_MID_ROD_TEMP,BMY_TIP_ROD_TEMP,BMY_AIR_TEMP_FREQUENCY,BMY_AIR_TEMP_OPERATIONAL_FLAGS,BPY_HORIZONTAL_WIND_SPEED,BPY_VERTICAL_WIND_SPEED,BPY_WIND_DIRECTION,BPY_WIND_FREQUENCY,BPY_WS_OPERATIONAL_FLAGS,BPY_BASE_ROD_TEMP,BPY_MID_ROD_TEMP,BPY_TIP_ROD_TEMP,BPY_AIR_TEMP_FREQUENCY,BPY_AIR_TEMP_OPERATIONAL_FLAGS
600120812.000,600120806.857,00041M00:00:01.422,00040 23:08:34,2019-007T08:13:56.800Z,,,,,,,,,,,3.394,,295.490,0.1,100,196.533,195.543,193.376,0.1,1000
600120819.000,600120813.857,00041M00:00:08.234,00040 23:08:41,2019-007T08:14:03.800Z,6.056,,305.408,0.1,101,199.378,196.317,192.240,0.1,1000,,,,,,,,,,
600120822.000,600120816.857,00041M00:00:11.154,00040 23:08:44,2019-007T08:14:06.800Z,,,,,,,,,,,3.215,,295.595,0.1,100,196.623,195.550,193.409,0.1,1000
600120829.000,600120823.857,00041M00:00:17.967,00040 23:08:51,2019-007T08:14:13.800Z,7.178,,305.408,0.1,101,199.249,196.272,192.330,0.1,1000,,,,,,,,,,
600120832.000,600120826.857,00041M00:00:20.887,00040 23:08:53,2019-007T08:14:16.800Z,,,,,,,,,,,3.700,,290.643,0.1,100,196.604,195.575,193.478,0.1,1000
600120839.000,600120833.857,00041M00:00:27.699,00040 23:09:00,2019-007T08:14:23.800Z,6.871,,305.453,0.1,101,199.262,196.323,192.285,0.1,1000,,,,,,,,,,
600120842.000,600120836.857,00041M00:00:30.619,00040 23:09:03,2019-007T08:14:26.800Z,,,,,,,,,,,3.377,,290.643,0.1,100,196.566,195.531,193.459,0.1,1000
600120849.000,600120843.857,00041M00:00:37.432,00040 23:09:10,2019-007T08:14:33.800Z,5.246,,300.547,0.1,101,199.262,196.311,192.324,0.1,1000,,,,,,,,,,
600120852.000,600120846.857,00041M00:00:40.352,00040 23:09:13,2019-007T08:14:36.800Z,,,,,,,,,,,5.308,,290.643,0.1,100,196.597,195.494,193.471,0.1,1000
600120859.000,600120853.857,00041M00:00:47.164,00040 23:09:20,2019-007T08:14:43.800Z,6.061,,300.397,0.1,101,199.197,196.317,192.311,0.1,1000,,,,,,,,,,
600120862.000,600120856.857,00041M00:00:50.084,00040 23:09:23,2019-007T08:14:46.800Z,,,,,,,,,,,3.856,,290.643,0.1,100,196.529,195.507,193.360,0.1,1000
600120869.000,600120863.857,00041M00:00:56.897,00040 23:09:29,2019-007T08:14:53.800Z,6.216,,305.408,0.1,101,199.210,196.291,192.260,0.1,1000,,,,,,,,,,
600120872.000,600120866.857,00041M00:00:59.816,00040 23:09:32,2019-007T08:14:56.800Z,,,,,,,,,,,3.716,,295.490,0.1,100,196.510,195.489,193.354,0.1,1000
600120879.000,600120873.857,00041M00:01:06.629,00040 23:09:39,2019-007T08:15:03.800Z,4.940,,305.408,0.1,101,199.204,196.259,192.234,0.1,1000,,,,,,,,,,
600120882.000,600120876.856,00041M00:01:09.548,00040 23:09:42,2019-007T08:15:06.799Z,,,,,,,,,,,3.878,,290.510,0.1,100,196.473,195.489,193.354,0.1,1000
600120889.000,600120883.856,00041M00:01:16.361,00040 23:09:49,2019-007T08:15:13.799Z,6.706,,300.472,0.1,101,199.229,196.272,192.215,0.1,1000,,,,,,,,,,
600120892.000,600120886.856,00041M00:01:19.280,00040 23:09:52,2019-007T08:15:16.799Z,,,,,,,,,,,3.214,,290.643,0.1,100,196.468,195.452,193.386,0.1,1000
600120899.000,600120893.856,00041M00:01:26.093,00040 23:09:59,2019-007T08:15:23.799Z,5.906,,300.472,0.1,101,199.217,196.285,192.189,0.1,1000,,,,,,,,,,
600120902.000,600120896.856,00041M00:01:29.013,00040 23:10:02,2019-007T08:15:26.799Z,,,,,,,,,,,4.363,,290.510,0.1,100,196.537,195.496,193.361,0.1,1000
600120909.000,600120903.856,00041M00:01:35.826,00040 23:10:08,2019-007T08:15:33.799Z,5.240,,300.547,0.1,101,199.107,196.323,192.221,0.1,1000,,,,,,,,,,
600120912.000,600120906.856,00041M00:01:38.745,00040 23:10:11,2019-007T08:15:36.799Z,,,,,,,,,,,2.091,,300.547,0.1,100,196.512,195.477,193.461,0.1,1000
600120919.000,600120913.856,00041M00:01:45.558,00040 23:10:18,2019-007T08:15:43.799Z,5.754,,300.472,0.1,101,199.249,196.356,192.317,0.1,1000,,,,,,,,,,
600120922.000,600120916.856,00041M00:01:48.478,00040 23:10:21,2019-007T08:15:46.799Z,,,,,,,,,,,2.730,,290.643,0.1,100,196.455,195.496,193.324,0.1,1000
600120929.000,600120923.856,00041M00:01:55.291,00040 23:10:28,2019-007T08:15:53.799Z,5.738,,305.408,0.1,101,199.217,196.317,192.272,0.1,1000,,,,,,,,,,
600120932.000,600120926.856,00041M00:01:58.210,00040 23:10:31,2019-007T08:15:56.799Z,,,,,,,,,,,3.213,,290.643,0.1,100,196.633,195.560,193.381,0.1,1000
600120939.000,600120933.856,00041M00:02:05.023,00040 23:10:38,2019-007T08:16:03.799Z,4.458,,300.397,0.1,101,199.088,196.233,192.163,0.1,1000,,,,,,,,,,
600120942.000,600120936.856,00041M00:02:07.943,00040 23:10:41,2019-007T08:16:06.799Z,,,,,,,,,,,2.410,,295.595,0.1,100,196.551,195.497,193.344,0.1,1000
600120949.000,600120943.855,00041M00:02:14.754,00040 23:10:47,2019-007T08:16:13.798Z,6.068,,305.453,0.1,101,199.035,196.264,192.246,0.1,1000,,,,,,,,,,
